objective,head_id,pair_role,B_mean_A,B_write_dot_grad,B_abs_write_dot_grad,A_write_dot_grad,C_write_dot_grad,D_write_dot_grad,B_minus_A_write,B_minus_C_write,B_value_norm,B_context_grad_norm,support_score
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,muon<-CLS,0.11024636775255203,0.30702319741249084,0.30702319741249084,-0.84135452726332,0.0,0.0,1.148377724675811,0.30702319741249084,152.1468505859375,0.02527901530265808,0.957967859103519
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,CLS<-CLS,0.09683597832918167,0.25731000676751137,0.25731000676751137,-0.7242826413057628,0.0,0.0,0.9815926480732742,0.25731000676751137,152.1468505859375,0.029213517904281616,0.8124338324960263
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,electron<-CLS,0.09236584852139156,0.24073894321918488,0.24073894321918488,-0.6848235607147217,0.0,0.0,0.9255625039339066,0.24073894321918488,152.1468505859375,0.03052501877148946,0.7637049309909344
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,muon<-muon,0.09613037357727687,0.3699465182920297,0.3699465182920297,0.0,0.0,0.0,0.3699465182920297,0.3699465182920297,152.14683532714844,0.041528635968764625,0.647406407011052
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,CLS<-muon,0.08705408498644829,0.3178957326204649,0.3178957326204649,0.0,0.0,0.0,0.3178957326204649,0.3178957326204649,134.3242075783866,0.03925160824188164,0.5563175320858136
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,muon<-muon,0.09908309454719226,0.3226755239690344,0.3226755239690344,0.028026277302867837,0.17151522170752287,-0.46001802757382393,0.29464924666616654,0.1511603022615115,129.97860113779703,0.04152864000449578,0.5506690282943763
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,muon<-CLS,0.1029127761721611,0.21813711524009705,0.21813711524009705,-0.3235765052959323,0.0,0.0,0.5417136205360293,0.21813711524009705,102.39976501464844,0.03222063556313515,0.543528204318136
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,CLS<-muon,0.08958498814276286,0.2773777378190841,0.2773777378190841,0.03025836053226764,0.11983024437601368,-0.2638271865725983,0.24711937728681646,0.1575474934430704,115.32286425999233,0.03925161196717194,0.4702818609172633
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,0.0,0.0,0.0,-0.9109004139900208,0.0,0.0,0.9109004139900208,0.0,0.0,0.0,0.4554502069950104
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-CLS,0.08491819724440575,0.1553389672189951,0.1553389672189951,-0.2847347541246563,0.0,0.0,0.4400737213436514,0.1553389672189951,102.39976501464844,0.028934087138623,0.4142105696955696
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,electron<-electron,0.08167221844196319,0.23650027066469193,0.2369151696562767,0.0,0.0,0.0,0.23650027066469193,0.23650027066469193,113.45248031616211,0.024136014841496946,0.4139791984111071
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,electron<-CLS,0.07892000426848729,0.13440625121196112,0.13440625121196112,-0.28883926570415497,0.0,0.0,0.4232455169161161,0.13440625121196112,102.39976501464844,0.02783857099711895,0.3796305724730094
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,CLS<-electron,0.06992855496131457,0.18080792017281055,0.18354684401016969,0.0,0.0,0.0,0.18080792017281055,0.18080792017281055,90.83955309941219,0.026010091344897564,0.31709859126175827
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,muon<-muon,0.09493966897328694,0.18098768343528113,0.18098768343528113,0.0,0.0,0.0,0.18098768343528113,0.18098768343528113,102.39977264404297,0.03496062010526657,0.31672844601174194
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,CLS<-muon,0.08404544687696866,0.15476783361685062,0.155496766557917,0.0,0.0,0.0,0.15476783361685062,0.15476783361685062,89.81058720179966,0.033288768359592984,0.27102594206475517
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,electron<-electron,0.08131602928042411,0.16237289989367126,0.17047525374218822,0.10169149432331323,0.1258843411794967,-0.24035693518817425,0.06068140557035803,0.03648855871417456,73.6630934715271,0.024136015959084035,0.23533241611439734
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,electron<-electron,0.07398855835199356,0.13053278364241122,0.13080039955675601,0.0,0.0,0.0,0.13053278364241122,0.13053278364241122,76.22481002807618,0.022719460539519787,0.22849927535280584
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,muon<-muon,0.0969052364428838,0.1427546398093303,0.14650837269922098,0.05264272333847152,0.1330248937010765,-0.21087430324405432,0.0901119164708588,0.009729746108253806,89.99978001912434,0.034960621347030006,0.22443769121956497
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-muon,0.0857302195259503,0.12199665349908173,0.12594307150824793,0.06068802364946654,0.0924535202793777,-0.1221682328780714,0.061308629849615194,0.029543133219704032,79.18202182224819,0.03328876942396164,0.18413673630095131
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,CLS<-electron,0.06482084811880039,0.09944607921016331,0.10173279942514804,0.0,0.0,0.0,0.09944607921016331,0.09944607921016331,61.998812015240006,0.023197547604258243,0.17460231867153198
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,CLS<-electron,0.0696545632985922,0.12378686526790261,0.13243921692124927,0.08949011701689516,0.10354685559022156,-0.17286534700542688,0.03429674825100745,0.020240009677681053,60.23233230297382,0.026010093064262316,0.17404504362371867
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,0.0,0.0,0.0,-0.33837807178497314,0.0,0.0,0.33837807178497314,0.0,0.0,0.0,0.16918903589248657
signed_hqql_tbl,mod.cls_blocks.1.attn.h3,neutral_hadron<-electron,0.0,0.0,0.0,-0.2653654217720032,-1.5543581436609603e-14,0.0,0.2653654217720032,1.5543581436609603e-14,0.0,0.0,0.1326827108860016
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,photon<-CLS,0.0,0.0,0.0,-0.2627895772457123,0.0,0.0,0.2627895772457123,0.0,0.0,0.0,0.13139478862285614
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,0.0,0.0,0.0,-0.2598782479763031,0.0,0.0,0.2598782479763031,0.0,0.0,0.0,0.12993912398815155
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,electron<-electron,0.07669981643557548,0.09057330810464918,0.09353381521068513,0.06230457443743944,0.09647728751103084,-0.1232408529613167,0.028268733667209743,-0.005903979406381654,53.6540470123291,0.02271946184337139,0.12809112874092535
signed_hqql_tbl,mod.cls_blocks.1.attn.h0,electron<-muon,0.0,0.0,0.0,0.20738519728183746,0.0,-0.00033249708940275013,-0.20738519728183746,0.0,0.0,0.0,0.10369259864091873
signed_hqql_tbl,mod.cls_blocks.1.attn.h3,muon<-muon,0.16666666666779117,-0.01272345582654265,0.01272345582654265,-0.16566949751642016,-4.874815839800725e-13,2.4420477078668204e-12,0.1529460416898775,-0.012723455826055169,3.6970411936442056,0.05050588771700859,0.09237734062811706
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-electron,0.06690643068689567,0.06870802051316087,0.07306619644021758,0.06943724780446953,0.08016882489689371,-0.08946248701117425,-0.0007292272913086567,-0.011460804383732842,44.636686471792366,0.0231975491803426,0.08733918326886961
