particle_node,event_idx,rank,particle_idx,true_label,pred_label,conf,super_score,pt,energy,deltaR_from_axis,deta,dphi,charge,is_charged_hadron,is_neutral_hadron,is_photon,is_electron,is_muon
particle:3078:0,3078,1,0,label_Hqql,label_Hqql,0.9999284744262695,4.9013872146606445,445.1894392171144,853.07666015625,0.03486495218939353,-0.03284657001495361,0.011690497398376465,1.0,0.0,0.0,0.0,0.0,1.0
particle:3078:15,3078,2,15,label_Hqql,label_Hqql,0.9999284744262695,2.7455689907073975,4.648263330139654,9.567169189453125,0.055951769989757316,0.04980015754699707,0.025505781173706055,1.0,1.0,0.0,0.0,0.0,0.0
particle:3078:13,3078,3,13,label_Hqql,label_Hqql,0.9999284744262695,2.5569541454315186,4.887072501665911,9.080337524414062,0.07176052739019968,-0.06934583187103271,-0.018458843231201172,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3078:5,3078,4,5,label_Hqql,label_Hqql,0.9999284744262695,2.4687559604644775,20.894872145985715,40.54026794433594,0.06372167967569575,-0.018380403518676758,0.061013221740722656,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3078:2,3078,5,2,label_Hqql,label_Hqql,0.9999284744262695,2.4674954414367676,32.65542960936013,64.88573455810547,0.11078434977485455,0.009391069412231445,0.11038559675216675,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:25,3078,6,25,label_Hqql,label_Hqql,0.9999284744262695,2.4619762897491455,0.924008046238867,1.4711593389511108,0.473381545146878,-0.2593604326248169,-0.3960078954696655,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:19,3078,7,19,label_Hqql,label_Hqql,0.9999284744262695,2.446640729904175,2.3770484651928157,6.9928812980651855,0.517770778062451,0.441936731338501,-0.2697749137878418,0.0,0.0,1.0,0.0,0.0,0.0
particle:3078:1,3078,8,1,label_Hqql,label_Hqql,0.9999284744262695,2.4012746810913086,47.719935745592736,100.21742248535156,0.16778766920221033,0.07290339469909668,-0.15112179517745972,1.0,1.0,0.0,0.0,0.0,0.0
particle:3078:17,3078,9,17,label_Hqql,label_Hqql,0.9999284744262695,2.3390986919403076,3.415715063655002,6.26609468460083,0.09340924142114133,-0.08437526226043701,0.04007619619369507,0.0,0.0,1.0,0.0,0.0,0.0
particle:3078:18,3078,10,18,label_Hqql,label_Hqql,0.9999284744262695,2.296177625656128,3.0971944126836792,5.886360168457031,0.10462688934467324,-0.04248404502868652,0.09561324119567871,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:24,3078,11,24,label_Hqql,label_Hqql,0.9999284744262695,2.2782142162323,1.4271137692785916,2.9475481510162354,0.1588756920563909,0.05389678478240967,0.14945441484451294,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:3,3078,12,3,label_Hqql,label_Hqql,0.9999284744262695,2.2779712677001953,31.26505898961135,57.940650939941406,0.11969416434213516,-0.07229197025299072,0.09539687633514404,0.0,0.0,1.0,0.0,0.0,0.0
particle:3078:21,3078,13,21,label_Hqql,label_Hqql,0.9999284744262695,2.259671211242676,1.7101717376921606,3.5493431091308594,0.16963343207813056,0.05943465232849121,0.15888053178787231,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:9,3078,14,9,label_Hqql,label_Hqql,0.9999284744262695,2.2172727584838867,6.102372892119732,16.375743865966797,0.4474516304560782,0.34357500076293945,0.2866516709327698,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:23,3078,15,23,label_Hqql,label_Hqql,0.9999284744262695,2.1636946201324463,1.4336241973747155,3.336063861846924,0.19089737952630254,0.18797624111175537,-0.03326773643493652,0.0,0.0,0.0,1.0,0.0,0.0
particle:3078:8,3078,16,8,label_Hqql,label_Hqql,0.9999284744262695,2.110858201980591,12.673295695051138,25.443391799926758,0.09550540087521732,0.021338820457458496,0.09309101104736328,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:0,3088,1,0,label_Hqql,label_Hqql,0.9504872560501099,4.808630466461182,526.1699810500572,1872.2833251953125,0.02196009632355459,-0.021276235580444336,-0.005437612533569336,1.0,0.0,0.0,0.0,1.0,0.0
particle:3088:21,3088,2,21,label_Hqql,label_Hqql,0.9504872560501099,2.7730212211608887,0.5574560938475038,3.718639612197876,0.6244263269545012,0.6218539476394653,0.05662071704864502,0.0,0.0,1.0,0.0,0.0,0.0
particle:3088:20,3088,3,20,label_Hqql,label_Hqql,0.9504872560501099,2.621613025665283,0.5621355022275555,3.295621395111084,0.4997072614689613,0.4901324510574341,0.09735259413719177,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:18,3088,4,18,label_Hqql,label_Hqql,0.9504872560501099,2.574530601501465,0.9307124673700236,2.8964171409606934,0.6844862095317128,-0.1618046760559082,0.6650869250297546,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:22,3088,5,22,label_Hqql,label_Hqql,0.9504872560501099,2.5012431144714355,0.486183476748603,2.479051113128662,0.6065992832546054,0.34745967388153076,0.4972267746925354,1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:10,3088,6,10,label_Hqql,label_Hqql,0.9504872560501099,2.4281017780303955,2.4720845390078816,13.039695739746094,0.711965668235363,0.38355982303619385,-0.5998141169548035,1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:19,3088,7,19,label_Hqql,label_Hqql,0.9504872560501099,2.2027552127838135,0.8965729590484776,3.767981767654419,0.5452342191535534,0.1510409116744995,-0.5238959789276123,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:16,3088,8,16,label_Hqql,label_Hqql,0.9504872560501099,2.1645169258117676,1.8955880780440058,7.74116849899292,0.12185663351457333,0.12147486209869385,0.009638309478759766,0.0,0.0,1.0,0.0,0.0,0.0
particle:3088:15,3088,9,15,label_Hqql,label_Hqql,0.9504872560501099,2.126368761062622,2.0312860572617226,8.674097061157227,0.6190429214498754,0.16746199131011963,0.5959619283676147,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:14,3088,10,14,label_Hqql,label_Hqql,0.9504872560501099,2.1037757396698,2.0522404320891328,10.959291458129883,0.6110356139242402,0.396079421043396,-0.465280145406723,1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:13,3088,11,13,label_Hqql,label_Hqql,0.9504872560501099,2.0944292545318604,2.0638198248201642,10.840516090393066,0.38441454726524543,0.37933576107025146,0.062281012535095215,0.0,0.0,1.0,0.0,0.0,0.0
particle:3088:7,3088,12,7,label_Hqql,label_Hqql,0.9504872560501099,2.0931320190429688,2.831700424996261,11.046401977539062,0.28325866508208014,0.07408678531646729,0.2733982801437378,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:3,3088,13,3,label_Hqql,label_Hqql,0.9504872560501099,2.078904390335083,4.515009471987198,24.153635025024414,0.5420135794770008,0.39794886112213135,-0.36798834800720215,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3088:9,3088,14,9,label_Hqql,label_Hqql,0.9504872560501099,2.076725959777832,2.77768773772464,6.857889652252197,0.5388447047817212,-0.410223126411438,0.3493860363960266,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:12,3088,15,12,label_Hqql,label_Hqql,0.9504872560501099,2.073967933654785,2.1041845800960233,4.914467811584473,0.48721649523543137,-0.4713006019592285,0.12351378798484802,0.0,0.0,0.0,1.0,0.0,0.0
particle:3088:6,3088,16,6,label_Hqql,label_Hqql,0.9504872560501099,2.0658411979675293,3.28545499543337,13.096893310546875,0.12628816324007203,0.09388530254364014,0.08446449041366577,1.0,1.0,0.0,0.0,0.0,0.0
particle:3097:0,3097,1,0,label_Hqql,label_Hqql,0.9995713829994202,4.929346561431885,372.72481123138226,507.9313049316406,0.01155972263180379,-0.0113983154296875,0.0019249916076660156,1.0,0.0,0.0,0.0,1.0,0.0
particle:3097:2,3097,2,2,label_Hqql,label_Hqql,0.9995713829994202,2.822307586669922,19.48973271673345,26.5269832611084,0.018359481023106007,-0.013211846351623535,0.012748241424560547,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:9,3097,3,9,label_Hqql,label_Hqql,0.9995713829994202,2.7962143421173096,7.243506549767655,10.026515007019043,0.011935326889022598,0.011393129825592041,0.003556489944458008,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:1,3097,4,1,label_Hqql,label_Hqql,0.9995713829994202,2.607978105545044,21.635074311010417,28.6917667388916,0.05898675788725491,-0.05214053392410278,-0.027582645416259766,-1.0,1.0,0.0,0.0,0.0,0.0
particle:3097:14,3097,5,14,label_Hqql,label_Hqql,0.9995713829994202,2.607860803604126,5.094807034842574,6.766871452331543,0.06995762569102064,-0.04980653524398804,-0.04912614822387695,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:26,3097,6,26,label_Hqql,label_Hqql,0.9995713829994202,2.5856008529663086,2.5298195055587844,3.5978684425354004,0.08729575954452973,0.04998534917831421,-0.07156825065612793,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:31,3097,7,31,label_Hqql,label_Hqql,0.9995713829994202,2.583784341812134,1.2146900144413646,1.6140413284301758,0.11728804567671965,-0.049145400524139404,-0.10649514198303223,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:8,3097,8,8,label_Hqql,label_Hqql,0.9995713829994202,2.546053409576416,8.036777404501509,10.514724731445312,0.07300460431317375,-0.07293534278869629,0.003179311752319336,0.0,0.0,0.0,1.0,0.0,0.0
particle:3097:29,3097,9,29,label_Hqql,label_Hqql,0.9995713829994202,2.527230978012085,1.6943474794698183,2.915919542312622,0.5121679617730315,0.2976183295249939,0.4168205261230469,1.0,1.0,0.0,0.0,0.0,0.0
