objective,head_id,pair_role,B_mean_A,B_write_dot_grad,B_abs_write_dot_grad,A_write_dot_grad,C_write_dot_grad,D_write_dot_grad,B_minus_A_write,B_minus_C_write,B_value_norm,B_context_grad_norm,support_score
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,0.07526936754584312,0.2539308276027441,0.2539308276027441,-0.23667879402637482,0.0,0.0,0.4906096216291189,0.2539308276027441,152.1468505859375,0.03615177609026432,0.5627183453179896
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,CLS<-CLS,0.08342853374779224,0.09093382675200701,0.1629970008507371,-0.20048684114590287,0.0,0.0,0.2914206678979099,0.09093382675200701,152.1468505859375,0.032708702608942986,0.2773934109136462
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,photon<-CLS,0.08612588793039322,-0.137803852558136,0.137803852558136,-0.029857908934354783,0.0,0.0,-0.10794594362378121,-0.137803852558136,102.39976501464844,0.028383543714880943,0.22622778750956057
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-CLS,0.06590868532657623,-0.09915702790021896,0.09915702790021896,0.046970281956924334,0.0,0.0,-0.14612730985714328,-0.09915702790021896,102.39976501464844,0.02631644904613495,0.19700993980384535
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,photon<-CLS,0.0957544818520546,-0.1001843586564064,0.1001843586564064,-0.23294146433472634,0.0,0.0,0.13275710567831994,-0.1001843586564064,152.1468505859375,0.029598748311400414,0.19160900115966797
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,0.08742091804742813,-0.04394198954105377,0.04394198954105377,-0.178480324231916,0.0,0.0,0.13453833469086224,-0.04394198954105377,152.1468505859375,0.028932509943842888,0.12219665427174833
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-CLS,0.06936624087393284,-0.050645697861909866,0.07428887858986855,0.022206538473255932,0.0,0.0,-0.0728522363351658,-0.050645697861909866,102.39976501464844,0.025682033970952034,0.1056440356769599
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-muon,0.011826313100755215,-0.0011666350765153766,0.0011666350765153766,0.20200972259044647,0.0,-0.0028622126556001604,-0.20317635766696185,-0.0011666350765153766,13.979866981506348,0.022275270894169807,0.10304647267912515
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,muon<-CLS,0.0,0.0,0.0,-0.20008042454719543,0.0,0.0,0.20008042454719543,0.0,0.0,0.0,0.10004021227359772
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-muon,0.011826313100755215,-0.0011666350765153766,0.0011666350765153766,0.13097655028104782,0.0011253604898229241,-0.0013062293583061546,-0.1321431853575632,-0.0022919955663383007,13.979866981506348,0.022275270894169807,0.06752988652442582
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,0.06271519511938095,0.017189044505357742,0.030097316950559616,0.06118328124284744,0.0,0.0,-0.0439942367374897,0.017189044505357742,102.39976501464844,0.024014071561396122,0.046710492111742496
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,0.03411527084452765,0.020721285470894406,0.05772150520767484,0.0,0.0,0.0,0.020721285470894406,0.020721285470894406,11.795120511736188,0.007562999879675252,0.04551230450826032
signed_hqql_tbl,mod.cls_blocks.0.attn.h1,CLS<-electron,0.055147131284077965,-0.018237596455340583,0.02289233395519356,0.021921519160969183,0.00032100151292979717,0.001444971311138943,-0.04015911561630976,-0.01855859796827038,33.35902659098307,0.0328376137961944,0.044040237752293855
signed_hqql_tbl,mod.cls_blocks.0.attn.h1,charged_hadron<-electron,0.055147131284077965,-0.018237596455340583,0.02289233395519356,0.021921519160969183,0.0014853494940325618,0.0008918998452524344,-0.04015911561630976,-0.019722945949373145,33.35902659098307,0.0328376137961944,0.044040237752293855
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-electron,0.03744105932613214,0.0036825494995961585,0.006213887517030041,0.07888438878580928,0.002667076503712451,-0.0037112055346369744,-0.07520183928621312,0.0010154729958837074,23.766358375549316,0.022150513405601185,0.04283694102196022
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-electron,0.03744105932613214,0.0036825494995961585,0.006213887517030041,0.07888438878580928,0.0019064449516008608,-0.005603796492020289,-0.07520183928621312,0.0017761045479952977,23.766358375549316,0.022150513405601185,0.04283694102196022
signed_hqql_tbl,mod.cls_blocks.0.attn.h0,photon<-CLS,0.046259742230176926,-0.011573703959584236,0.011573703959584236,0.026276369206607343,0.0,0.0,-0.03785007316619158,-0.011573703959584236,64.16429901123047,0.017887312918901443,0.03339216653257608
