analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder,pair_original_analysis_group,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl,adapter_src_label,adapter_tgt_label
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,0,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9720051884651184,0.00012080473970854655,-0.9718843837254099,0.9718843837254099,7,pair_direct_legacy_replay,A_src_correct,0.9720051884651184,0.00012080473970854655,-0.9718843837254099,0.9718843837254099,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,1,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9933212399482727,0.0019454341381788254,-0.9913758058100939,0.9913758058100939,7,pair_direct_legacy_replay,A_src_correct,0.9933212399482727,0.0019454341381788254,-0.9913758058100939,0.9913758058100939,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,2,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9979215264320374,0.00018003626610152423,-0.9977414901659358,0.9977414901659358,7,pair_direct_legacy_replay,A_src_correct,0.9979215264320374,0.00018003626610152423,-0.9977414901659358,0.9977414901659358,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,4,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.44434085488319397,0.43826019763946533,-0.006080657243728638,0.006080657243728638,7,pair_direct_legacy_replay,A_src_correct,0.44434085488319397,0.43826019763946533,-0.006080657243728638,0.006080657243728638,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,5,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.7880673408508301,0.007943913340568542,-0.7801234275102615,0.7801234275102615,7,pair_direct_legacy_replay,A_src_correct,0.7880673408508301,0.007943913340568542,-0.7801234275102615,0.7801234275102615,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,6,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9777000546455383,0.0016074698651209474,-0.9760925847804174,0.9760925847804174,7,pair_direct_legacy_replay,A_src_correct,0.9777000546455383,0.0016074698651209474,-0.9760925847804174,0.9760925847804174,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,7,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.5768959522247314,0.20181432366371155,-0.3750816285610199,0.3750816285610199,7,pair_direct_legacy_replay,A_src_correct,0.5768959522247314,0.20181432366371155,-0.3750816285610199,0.3750816285610199,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,8,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9852334856987,0.0004983018734492362,-0.9847351838252507,0.9847351838252507,7,pair_direct_legacy_replay,A_src_correct,0.9852334856987,0.0004983018734492362,-0.9847351838252507,0.9847351838252507,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,10,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.988732099533081,0.006020707078278065,-0.982711392454803,0.982711392454803,7,pair_direct_legacy_replay,A_src_correct,0.988732099533081,0.006020707078278065,-0.982711392454803,0.982711392454803,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,11,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9977333545684814,0.00013845892681274563,-0.9975948956416687,0.9975948956416687,7,pair_direct_legacy_replay,A_src_correct,0.9977333545684814,0.00013845892681274563,-0.9975948956416687,0.9975948956416687,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,12,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.6544811725616455,0.08993653208017349,-0.564544640481472,0.564544640481472,7,pair_direct_legacy_replay,A_src_correct,0.6544811725616455,0.08993653208017349,-0.564544640481472,0.564544640481472,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,13,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9776623845100403,0.00011097959941253066,-0.9775514049106278,0.9775514049106278,7,pair_direct_legacy_replay,A_src_correct,0.9776623845100403,0.00011097959941253066,-0.9775514049106278,0.9775514049106278,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,14,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9017941355705261,0.00025619944790378213,-0.9015379361226223,0.9015379361226223,7,pair_direct_legacy_replay,A_src_correct,0.9017941355705261,0.00025619944790378213,-0.9015379361226223,0.9015379361226223,label_Hcc,label_Hgg
B_Hqql_to_Tbl,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,16,label_Hcc,label_Hgg,label_Hcc,label_Hgg,0.11317912489175797,0.7886781096458435,0.6754989847540855,-0.6754989847540855,7,pair_direct_legacy_replay,B_src_to_tgt,0.11317912489175797,0.7886781096458435,0.6754989847540855,-0.6754989847540855,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,17,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9309424757957458,0.019295742735266685,-0.9116467330604792,0.9116467330604792,7,pair_direct_legacy_replay,A_src_correct,0.9309424757957458,0.019295742735266685,-0.9116467330604792,0.9116467330604792,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,18,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.7384167313575745,0.03168483451008797,-0.7067318968474865,0.7067318968474865,7,pair_direct_legacy_replay,A_src_correct,0.7384167313575745,0.03168483451008797,-0.7067318968474865,0.7067318968474865,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,22,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9448079466819763,0.019620228558778763,-0.9251877181231976,0.9251877181231976,7,pair_direct_legacy_replay,A_src_correct,0.9448079466819763,0.019620228558778763,-0.9251877181231976,0.9251877181231976,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,25,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.966971218585968,0.016919894143939018,-0.950051324442029,0.950051324442029,7,pair_direct_legacy_replay,A_src_correct,0.966971218585968,0.016919894143939018,-0.950051324442029,0.950051324442029,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,27,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.6944212317466736,0.1142563670873642,-0.5801648646593094,0.5801648646593094,7,pair_direct_legacy_replay,A_src_correct,0.6944212317466736,0.1142563670873642,-0.5801648646593094,0.5801648646593094,label_Hcc,label_Hgg
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,29,label_Hcc,label_Hcc,label_Hcc,label_Hgg,0.9364165663719177,0.0305686853826046,-0.9058478809893131,0.9058478809893131,7,pair_direct_legacy_replay,A_src_correct,0.9364165663719177,0.0305686853826046,-0.9058478809893131,0.9058478809893131,label_Hcc,label_Hgg
