objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,3,16,1.0697250999510288,1.0697250999510288,4.278900399804115,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,3,16,1.0697250999510288,1.0697250999510288,4.278900399804115,0.25
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,6,16,0.9376625064760447,0.9376625064760447,3.7506500259041786,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,6,16,0.9376625064760447,0.9376625064760447,3.7506500259041786,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,6,16,0.6396768055856228,0.6396768055856228,2.558707222342491,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,6,16,0.6396768055856228,0.6396768055856228,2.558707222342491,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,6,16,0.6396768037229776,0.6396768037229776,2.5587072148919106,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,6,16,0.6396768037229776,0.6396768037229776,2.5587072148919106,0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,103,16,0.6389660174027085,0.6389660174027085,-2.2186913155019283,-0.28799229860305786
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,103,16,0.6389660174027085,0.6389660174027085,-2.2186913155019283,-0.28799229860305786
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,3,16,0.5398551905527711,0.5398551905527711,2.1594207622110844,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,3,16,0.5398551905527711,0.5398551905527711,2.1594207622110844,0.25
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,79,16,0.5157205709256232,0.5157205709256232,2.347413020208478,0.21969741582870483
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,79,16,0.5157205709256232,0.5157205709256232,2.347413020208478,0.21969741582870483
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,3,16,0.49680338939651847,0.5538009502924979,-1.9872135575860739,-0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,3,16,0.49680338939651847,0.5538009502924979,-1.9872135575860739,-0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,6,16,0.3713073974940926,0.4219058321323246,-1.4852295899763703,-0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,6,16,0.3713073974940926,0.4219058321323246,-1.4852295899763703,-0.25
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,103,16,0.31106482609175146,0.32869424973614514,1.0801150733605027,0.28799229860305786
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,103,16,0.31106482609175146,0.32869424973614514,1.0801150733605027,0.28799229860305786
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,103,16,0.2806881479918957,0.36728726886212826,-0.9746377095580101,-0.28799229860305786
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,103,16,0.2806881479918957,0.36728726886212826,-0.9746377095580101,-0.28799229860305786
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,103,16,0.2806881461292505,0.3672872204333544,-0.9746376946568489,-0.28799229860305786
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,103,16,0.2806881461292505,0.3672872204333544,-0.9746376946568489,-0.28799229860305786
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,121,15,0.28867797553539276,0.28867797553539276,1.0331545929114023,0.2794141173362732
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,121,15,0.28867797553539276,0.28867797553539276,1.0331545929114023,0.2794141173362732
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,79,16,0.27085709711536765,0.27976832864806056,1.232864286750555,0.21969741582870483
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,79,16,0.27085709711536765,0.27976832864806056,1.232864286750555,0.21969741582870483
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,57,16,0.25341953663155437,0.25341953663155437,-1.0785948727279902,-0.2349534034729004
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,57,16,0.25341953663155437,0.25341953663155437,-1.0785948727279902,-0.2349534034729004
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,57,16,0.24261672678403556,0.24261672678403556,-1.0326163452118635,-0.2349534034729004
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,57,16,0.24261672678403556,0.24261672678403556,-1.0326163452118635,-0.2349534034729004
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,8,16,0.22924053005408496,0.24335671740118414,1.6866999515332282,0.13591067492961884
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,8,16,0.22924053005408496,0.24335671740118414,1.6866999515332282,0.13591067492961884
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,6,16,-0.22185381781309843,0.23667634883895516,0.8874152712523937,-0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,6,16,-0.22185381781309843,0.23667634883895516,0.8874152712523937,-0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,121,16,0.17320723575539887,0.23385283607058227,-0.6198943620547652,-0.2794141173362732
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,121,16,0.17320723575539887,0.23385283607058227,-0.6198943620547652,-0.2794141173362732
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,8,16,0.174419465882238,0.1927751912153326,1.283338983077556,0.13591067492961884
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,8,16,0.174419465882238,0.1927751912153326,1.283338983077556,0.13591067492961884
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,8,16,0.17441945936297998,0.19277518469607458,1.2833389197476208,0.13591067492961884
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,8,16,0.17441945936297998,0.19277518469607458,1.2833389197476208,0.13591067492961884
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,66,14,0.17704589079533303,0.17704589079533303,-0.6128079667687416,-0.28890925645828247
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,66,14,0.17704589079533303,0.17704589079533303,-0.6128079667687416,-0.28890925645828247
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,79,15,-0.16900864380101363,0.2009588645150264,0.7692791551351548,-0.21969741582870483
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,79,15,-0.16900864380101363,0.2009588645150264,0.7692791551351548,-0.21969741582870483
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,79,15,-0.1690086293965578,0.2009588590512673,0.7692791004975637,-0.21969741582870483
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,79,15,-0.1690086293965578,0.2009588590512673,0.7692791004975637,-0.21969741582870483
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,10,15,0.16736694872379304,0.169113090634346,0.8463605254888534,0.19774900376796722
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,10,15,0.16736694872379304,0.169113090634346,0.8463605254888534,0.19774900376796722
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,57,14,-0.16366450994142465,0.16892968517329013,-0.69658284421478,0.2349534034729004
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,57,14,-0.16366450994142465,0.16892968517329013,-0.69658284421478,0.2349534034729004
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,57,14,-0.16366450382130487,0.16892967958535468,-0.6965828144124576,0.2349534034729004
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,57,14,-0.16366450382130487,0.16892967958535468,-0.6965828144124576,0.2349534034729004
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,3,16,-0.13204478472471237,0.28961413726210594,0.5281791388988495,-0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,3,16,-0.13204478472471237,0.28961413726210594,0.5281791388988495,-0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,3,16,-0.13204478425905108,0.2896141125820577,0.5281791370362043,-0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,3,16,-0.13204478425905108,0.2896141125820577,0.5281791370362043,-0.25
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,121,16,0.15542715205810964,0.16144758672453463,0.5562609136104584,0.2794141173362732
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,121,16,0.15542715205810964,0.16144758672453463,0.5562609136104584,0.2794141173362732
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,10,15,0.12683632019907237,0.12953977628300586,0.6414005519201358,0.19774900376796722
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,10,15,0.12683632019907237,0.12953977628300586,0.6414005519201358,0.19774900376796722
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,10,15,0.1268363192677498,0.12953977659344673,0.6414005483190218,0.19774900376796722
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,10,15,0.1268363192677498,0.12953977659344673,0.6414005483190218,0.19774900376796722
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,10,16,-0.11161898507270962,0.11161898507270962,0.5644477768801153,-0.19774900376796722
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,10,16,-0.11161898507270962,0.11161898507270962,0.5644477768801153,-0.19774900376796722
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,103,16,-0.09019505651667714,0.16348459012806416,-0.3131856550462544,0.28799229860305786
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,103,16,-0.09019505651667714,0.16348459012806416,-0.3131856550462544,0.28799229860305786
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,66,16,0.0947241744142957,0.09973267995519564,-0.32786825532093644,-0.28890925645828247
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,66,16,0.0947241744142957,0.09973267995519564,-0.32786825532093644,-0.28890925645828247
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,66,16,0.0947241730755195,0.09973267943132669,-0.32786825485527515,-0.28890925645828247
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,66,16,0.0947241730755195,0.09973267943132669,-0.32786825485527515,-0.28890925645828247
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,8,15,-0.07772640238205591,0.11055507014195125,0.5718932812412579,-0.13591067492961884
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,8,15,-0.07772640238205591,0.11055507014195125,0.5718932812412579,-0.13591067492961884
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,66,16,0.04972358257509768,0.0763120234478265,0.17210796347353607,0.28890925645828247
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,66,16,0.04972358257509768,0.0763120234478265,0.17210796347353607,0.28890925645828247
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,66,15,-0.05160817075520754,0.06308938693255187,-0.17863107721010843,0.28890925645828247
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,66,15,-0.05160817075520754,0.06308938693255187,-0.17863107721010843,0.28890925645828247
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,57,16,-0.025871470454148948,0.1891750543145463,-0.11011319514364004,0.2349534034729004
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,57,16,-0.025871470454148948,0.1891750543145463,-0.11011319514364004,0.2349534034729004
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,79,16,-0.03437466936884448,0.12879366317065433,0.1564636987168342,-0.21969741582870483
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,79,16,-0.03437466936884448,0.12879366317065433,0.1564636987168342,-0.21969741582870483
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,82,15,0.04914201057205598,0.04914201057205598,0.29135683278242747,0.1686660647392273
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,82,15,0.04914201057205598,0.04914201057205598,0.29135683278242747,0.1686660647392273
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,18,16,0.04836369043914601,0.04836369043914601,-0.5176388910040259,-0.09343133121728897
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,18,16,0.04836369043914601,0.04836369043914601,-0.5176388910040259,-0.09343133121728897
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,18,16,0.048363687412347645,0.048363687412347645,-0.5176388593390584,-0.09343133121728897
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,18,16,0.048363687412347645,0.048363687412347645,-0.5176388593390584,-0.09343133121728897
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,2,16,0.046646372764371336,0.046646372764371336,0.3949792687781155,0.11809828132390976
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,2,16,0.046646372764371336,0.046646372764371336,0.3949792687781155,0.11809828132390976
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,2,16,0.046646372124087065,0.046646372124087065,0.3949792655184865,0.11809828132390976
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,2,16,0.046646372124087065,0.046646372124087065,0.3949792655184865,0.11809828132390976
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,82,14,0.043876861687749624,0.05896164949185082,-0.26014042805348125,-0.1686660647392273
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,82,14,0.043876861687749624,0.05896164949185082,-0.26014042805348125,-0.1686660647392273
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,3,14,0.04400025560919728,0.04400025560919728,-0.5060040184429714,-0.08695633709430695
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,3,14,0.04400025560919728,0.04400025560919728,-0.5060040184429714,-0.08695633709430695
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,2,14,0.04189233962512974,0.04861350728398455,0.3547243820503354,0.11809828132390976
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,2,14,0.04189233962512974,0.04861350728398455,0.3547243820503354,0.11809828132390976
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,3,16,-0.040599516534712166,0.04910222959006205,-0.4668954312801361,0.08695633709430695
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,3,16,-0.040599516534712166,0.04910222959006205,-0.4668954312801361,0.08695633709430695
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,3,16,-0.04059951443923637,0.04910222749458626,-0.46689540427178144,0.08695633709430695
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,3,16,-0.04059951443923637,0.04910222749458626,-0.46689540427178144,0.08695633709430695
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,121,16,0.02973362460033968,0.09130076336441562,-0.10641418816521764,-0.2794141173362732
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,121,16,0.02973362460033968,0.09130076336441562,-0.10641418816521764,-0.2794141173362732
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,121,16,0.029733622388448566,0.09130077209556475,-0.10641418024897575,-0.2794141173362732
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,121,16,0.029733622388448566,0.09130077209556475,-0.10641418024897575,-0.2794141173362732
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,3,16,0.03721175837563351,0.046612892823759466,-0.4279361222870648,-0.08695633709430695
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,3,16,0.03721175837563351,0.046612892823759466,-0.4279361222870648,-0.08695633709430695
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,18,15,0.03623274137886862,0.04407292807785173,-0.38780076081554093,-0.09343133121728897
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,18,15,0.03623274137886862,0.04407292807785173,-0.38780076081554093,-0.09343133121728897
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,2,15,-0.030308042590816816,0.030308042590816816,0.2566340729594231,-0.11809828132390976
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,2,15,-0.030308042590816816,0.030308042590816816,0.2566340729594231,-0.11809828132390976
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,10,15,-0.01988075931246082,0.06024144661302368,0.10053531502683957,-0.19774900376796722
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,10,15,-0.01988075931246082,0.06024144661302368,0.10053531502683957,-0.19774900376796722
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,3,14,-0.020469439881188527,0.04638906674725669,-0.23539906420878,0.08695633709430695
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,3,14,-0.020469439881188527,0.04638906674725669,-0.23539906420878,0.08695633709430695
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,18,15,-0.020933025516569614,0.0342165566359957,-0.22404717803001403,0.09343133121728897
