analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,0,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.8480517864227295,0.0044813319109380245,-0.8435704545117915,0.8435704545117915,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,1,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.659845232963562,0.22916652262210846,-0.43067871034145355,0.43067871034145355,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,2,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.890439510345459,0.0030954163521528244,-0.8873440939933062,0.8873440939933062,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,3,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.6316474676132202,0.08042178303003311,-0.5512256845831871,0.5512256845831871,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,4,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.8188755512237549,0.0053871083073318005,-0.8134884429164231,0.8134884429164231,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,5,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.9802529811859131,0.006551965139806271,-0.9737010160461068,0.9737010160461068,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,7,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.7792337536811829,0.17733491957187653,-0.6018988341093063,0.6018988341093063,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,9,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.5620830655097961,0.09574278444051743,-0.4663402810692787,0.4663402810692787,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,10,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.33997422456741333,0.26291340589523315,-0.07706081867218018,0.07706081867218018,5,pair_direct_legacy_replay
B_src_to_tgt,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,11,label_Hgg,label_H4q,label_Hgg,label_H4q,0.37474706768989563,0.48694097995758057,0.11219391226768494,-0.11219391226768494,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,13,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.8757035136222839,0.06986343860626221,-0.8058400750160217,0.8058400750160217,5,pair_direct_legacy_replay
A_src_correct,HToGG,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToGG_120.root,14,label_Hgg,label_Hgg,label_Hgg,label_H4q,0.3735963702201843,0.021350551396608353,-0.352245818823576,0.352245818823576,5,pair_direct_legacy_replay
