module,dim,weight_tgt_minus_src,bias_tgt_minus_src,src_label,tgt_label,legacy_weight_tbl_minus_hqql,legacy_bias_tbl_minus_hqql
mod.fc.0,10,1.1334331035614014,-0.35895204544067383,label_Hcc,label_H4q,1.1334331035614014,-0.35895204544067383
mod.fc.0,76,-1.0834059715270996,-0.35895204544067383,label_Hcc,label_H4q,-1.0834059715270996,-0.35895204544067383
mod.fc.0,79,-0.9734987020492554,-0.35895204544067383,label_Hcc,label_H4q,-0.9734987020492554,-0.35895204544067383
mod.fc.0,57,-0.9147993326187134,-0.35895204544067383,label_Hcc,label_H4q,-0.9147993326187134,-0.35895204544067383
mod.fc.0,103,0.8580637574195862,-0.35895204544067383,label_Hcc,label_H4q,0.8580637574195862,-0.35895204544067383
mod.fc.0,3,0.7015987634658813,-0.35895204544067383,label_Hcc,label_H4q,0.7015987634658813,-0.35895204544067383
mod.fc.0,8,-0.5673114657402039,-0.35895204544067383,label_Hcc,label_H4q,-0.5673114657402039,-0.35895204544067383
mod.fc.0,2,0.45204776525497437,-0.35895204544067383,label_Hcc,label_H4q,0.45204776525497437,-0.35895204544067383
mod.fc.0,58,-0.4152052700519562,-0.35895204544067383,label_Hcc,label_H4q,-0.4152052700519562,-0.35895204544067383
mod.fc.0,124,-0.4051521420478821,-0.35895204544067383,label_Hcc,label_H4q,-0.4051521420478821,-0.35895204544067383
mod.fc.0,121,0.36605292558670044,-0.35895204544067383,label_Hcc,label_H4q,0.36605292558670044,-0.35895204544067383
mod.fc.0,82,0.3593764007091522,-0.35895204544067383,label_Hcc,label_H4q,0.3593764007091522,-0.35895204544067383
mod.fc.0,54,0.2745710611343384,-0.35895204544067383,label_Hcc,label_H4q,0.2745710611343384,-0.35895204544067383
mod.fc.0,123,0.26181337237358093,-0.35895204544067383,label_Hcc,label_H4q,0.26181337237358093,-0.35895204544067383
mod.fc.0,91,-0.22542935609817505,-0.35895204544067383,label_Hcc,label_H4q,-0.22542935609817505,-0.35895204544067383
mod.fc.0,18,0.22122329473495483,-0.35895204544067383,label_Hcc,label_H4q,0.22122329473495483,-0.35895204544067383
mod.fc.0,45,0.18244564533233643,-0.35895204544067383,label_Hcc,label_H4q,0.18244564533233643,-0.35895204544067383
mod.fc.0,66,0.14938077330589294,-0.35895204544067383,label_Hcc,label_H4q,0.14938077330589294,-0.35895204544067383
mod.fc.0,34,0.12702181935310364,-0.35895204544067383,label_Hcc,label_H4q,0.12702181935310364,-0.35895204544067383
mod.fc.0,96,0.0857192873954773,-0.35895204544067383,label_Hcc,label_H4q,0.0857192873954773,-0.35895204544067383
mod.fc.0,23,0.07671000063419342,-0.35895204544067383,label_Hcc,label_H4q,0.07671000063419342,-0.35895204544067383
mod.fc.0,6,-0.043629735708236694,-0.35895204544067383,label_Hcc,label_H4q,-0.043629735708236694,-0.35895204544067383
mod.fc.0,110,0.007745858281850815,-0.35895204544067383,label_Hcc,label_H4q,0.007745858281850815,-0.35895204544067383
mod.fc.0,80,0.00545259565114975,-0.35895204544067383,label_Hcc,label_H4q,0.00545259565114975,-0.35895204544067383
mod.fc.0,78,0.00028174184262752533,-0.35895204544067383,label_Hcc,label_H4q,0.00028174184262752533,-0.35895204544067383
mod.fc.0,115,-0.00023578107357025146,-0.35895204544067383,label_Hcc,label_H4q,-0.00023578107357025146,-0.35895204544067383
mod.fc.0,118,3.511924296617508e-05,-0.35895204544067383,label_Hcc,label_H4q,3.511924296617508e-05,-0.35895204544067383
mod.fc.0,38,2.0079314708709717e-05,-0.35895204544067383,label_Hcc,label_H4q,2.0079314708709717e-05,-0.35895204544067383
mod.fc.0,81,1.6573816537857056e-05,-0.35895204544067383,label_Hcc,label_H4q,1.6573816537857056e-05,-0.35895204544067383
mod.fc.0,11,-1.6571488231420517e-05,-0.35895204544067383,label_Hcc,label_H4q,-1.6571488231420517e-05,-0.35895204544067383
mod.fc.0,4,1.644715666770935e-05,-0.35895204544067383,label_Hcc,label_H4q,1.644715666770935e-05,-0.35895204544067383
mod.fc.0,64,1.1023133993148804e-05,-0.35895204544067383,label_Hcc,label_H4q,1.1023133993148804e-05,-0.35895204544067383
mod.fc.0,106,-1.0321731679141521e-05,-0.35895204544067383,label_Hcc,label_H4q,-1.0321731679141521e-05,-0.35895204544067383
mod.fc.0,67,-9.67457890510559e-06,-0.35895204544067383,label_Hcc,label_H4q,-9.67457890510559e-06,-0.35895204544067383
mod.fc.0,35,-9.39890742301941e-06,-0.35895204544067383,label_Hcc,label_H4q,-9.39890742301941e-06,-0.35895204544067383
mod.fc.0,17,9.397976100444794e-06,-0.35895204544067383,label_Hcc,label_H4q,9.397976100444794e-06,-0.35895204544067383
mod.fc.0,94,-9.134411811828613e-06,-0.35895204544067383,label_Hcc,label_H4q,-9.134411811828613e-06,-0.35895204544067383
mod.fc.0,22,-8.362345397472382e-06,-0.35895204544067383,label_Hcc,label_H4q,-8.362345397472382e-06,-0.35895204544067383
mod.fc.0,89,8.191913366317749e-06,-0.35895204544067383,label_Hcc,label_H4q,8.191913366317749e-06,-0.35895204544067383
mod.fc.0,112,7.646158337593079e-06,-0.35895204544067383,label_Hcc,label_H4q,7.646158337593079e-06,-0.35895204544067383
