analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,0,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9720051884651184,0.016726434230804443,-0.955278754234314,0.955278754234314,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,1,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9933212399482727,0.0034717132803052664,-0.9898495266679674,0.9898495266679674,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,2,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9979215264320374,0.0005793579039163888,-0.997342168528121,0.997342168528121,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,4,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.44434085488319397,0.012935314327478409,-0.43140554055571556,0.43140554055571556,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,5,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.7880673408508301,0.1200822964310646,-0.6679850444197655,0.6679850444197655,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,6,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9777000546455383,0.002506641671061516,-0.9751934129744768,0.9751934129744768,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,7,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.5768959522247314,0.004447364713996649,-0.5724485875107348,0.5724485875107348,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,8,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9852334856987,0.002109840279445052,-0.9831236454192549,0.9831236454192549,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,10,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.988732099533081,0.0010998542420566082,-0.9876322452910244,0.9876322452910244,12,pair_direct_legacy_replay
A_src_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,11,label_Hcc,label_Hcc,label_Hcc,label_Zqq,0.9977333545684814,0.0008454975322820246,-0.9968878570361994,0.9968878570361994,12,pair_direct_legacy_replay
