objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,D_Tbl_to_Hqql,0.07970382273197174,-0.8065064549446106,0.8065064549446106,0.0743781328201294,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,C_Tbl_correct,0.11529289931058884,0.7981955409049988,0.7981955409049988,0.05375833809375763,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-CLS,A_Hqql_correct,0.10037651658058167,-0.7904982566833496,0.7904982566833496,0.060224374756217,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.10990537454684575,0.5394901235898336,0.5394901235898336,0.04213224599758784,152.1468505859375,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.0858232503135999,-0.4982221946120262,0.4982221946120262,0.04786169280608495,152.1468505859375,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,B_Hqql_to_Tbl,0.11597519554197788,0.4769168049097061,0.4769168049097061,0.03694250714033842,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.07887133955955505,-0.44752174243330956,0.44752174243330956,0.05056475289165974,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.0838707722723484,-0.3951611830852926,0.4335487890057266,0.04417221725452691,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,C_Tbl_correct,0.07164617069065571,0.39895329666615,0.3992422442388488,0.039067902602255344,88.27936744689941,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.08544157817959785,-0.326592780649662,0.326592780649662,0.031078227795660496,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-CLS,B_Hqql_to_Tbl,0.13418465852737427,0.28919684886932373,0.28919684886932373,0.021373290568590164,152.1468505859375,0.0625
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-electron,B_Hqql_to_Tbl,0.13418464362621307,0.28919678926467896,0.28919678926467896,0.021373292431235313,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,photon<-CLS,A_Hqql_correct,0.0794682115316391,-0.16072866022586824,0.283568999171257,0.03566123619675636,152.1468505859375,0.3125
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.05177947798290768,0.22878416214843053,0.25856130580241615,0.018085737033067522,17.691126643000423,2.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,C_Tbl_correct,0.11057110875844955,0.2397448718547821,0.2397448718547821,0.026525160297751427,102.39977264404297,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,D_Tbl_to_Hqql,0.049954235021557124,-0.19357742156301225,0.22448994645050593,0.015300840139389038,13.099743161882673,0.875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.04726624005549663,0.1866045287382361,0.21727722291708798,0.018085737033067522,14.768673097765124,2.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.09394353131453197,0.20608592530091605,0.20608592530091605,0.02737397328019142,102.39976501464844,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,D_Tbl_to_Hqql,0.07358706742525101,-0.19750897586345673,0.19750897586345673,0.032593246549367905,102.39977264404297,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,electron<-CLS,A_Hqql_correct,0.09614025056362152,-0.1826341152191162,0.1826341152191162,0.02730137389153242,102.39976501464844,0.125
