id,kind,name,label,W_tgt_minus_src,bias_tgt_minus_src,src_label,tgt_label,kind2,top_group,diagnosis,B_write,B_AxGrad,role,group,activation,grad
objective:label_H4q-label_Hbb,objective,label_H4q-label_Hbb,J=label_H4q-label_Hbb,,,,,,,,,,,,,
classifier:mod.fc,classifier,mod.fc,classifier head,,,,,,,,,,,,,
classifier_dim:fc_dim_8,classifier_dim,fc_dim_8,fc_dim_8,-1.449199914932251,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_57,classifier_dim,fc_dim_57,fc_dim_57,-1.2713334560394287,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_121,classifier_dim,fc_dim_121,fc_dim_121,1.0396987199783325,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_10,classifier_dim,fc_dim_10,fc_dim_10,1.0306593179702759,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_79,classifier_dim,fc_dim_79,fc_dim_79,-0.8451627492904663,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_45,classifier_dim,fc_dim_45,fc_dim_45,0.7215545177459717,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_76,classifier_dim,fc_dim_76,fc_dim_76,-0.5700912475585938,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_3,classifier_dim,fc_dim_3,fc_dim_3,0.485876202583313,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_2,classifier_dim,fc_dim_2,fc_dim_2,0.38121187686920166,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_23,classifier_dim,fc_dim_23,fc_dim_23,0.3016228973865509,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_124,classifier_dim,fc_dim_124,fc_dim_124,-0.2826611399650574,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_91,classifier_dim,fc_dim_91,fc_dim_91,-0.2561330795288086,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_103,classifier_dim,fc_dim_103,fc_dim_103,-0.2504308819770813,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_82,classifier_dim,fc_dim_82,fc_dim_82,0.21089506149291992,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_123,classifier_dim,fc_dim_123,fc_dim_123,0.15261350572109222,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_96,classifier_dim,fc_dim_96,fc_dim_96,0.13241125643253326,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_54,classifier_dim,fc_dim_54,fc_dim_54,0.11742071807384491,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_58,classifier_dim,fc_dim_58,fc_dim_58,-0.10278491675853729,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_66,classifier_dim,fc_dim_66,fc_dim_66,0.07436120510101318,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_6,classifier_dim,fc_dim_6,fc_dim_6,-0.042066335678100586,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_34,classifier_dim,fc_dim_34,fc_dim_34,-0.027051806449890137,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_18,classifier_dim,fc_dim_18,fc_dim_18,0.023046307265758514,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_80,classifier_dim,fc_dim_80,fc_dim_80,0.015013843774795532,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
classifier_dim:fc_dim_78,classifier_dim,fc_dim_78,fc_dim_78,0.0003447737544775009,-0.21466952562332153,label_Hbb,label_H4q,,,,,,,,,
residual_particle:mod.blocks.7,residual_particle,mod.blocks.7,mod.blocks.7,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.0,residual_particle,mod.blocks.0,mod.blocks.0,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_cls:mod.cls_blocks.1,residual_cls,mod.cls_blocks.1,mod.cls_blocks.1,,,,,cls,B_Hqql_to_Tbl,,,,,,,
residual_cls:mod.cls_blocks.0,residual_cls,mod.cls_blocks.0,mod.cls_blocks.0,,,,,cls,B_Hqql_to_Tbl,,,,,,,
residual_particle:mod.blocks.1,residual_particle,mod.blocks.1,mod.blocks.1,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.2,residual_particle,mod.blocks.2,mod.blocks.2,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.3,residual_particle,mod.blocks.3,mod.blocks.3,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.4,residual_particle,mod.blocks.4,mod.blocks.4,,,,,particle,C_Tbl_correct,,,,,,,
residual_particle:mod.blocks.6,residual_particle,mod.blocks.6,mod.blocks.6,,,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.5,residual_particle,mod.blocks.5,mod.blocks.5,,,,,particle,D_Tbl_to_Hqql,,,,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-neutral_hadron,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-neutral_hadron,mod.cls_blocks.0.attn.h4 neutral_hadron<-neutral_hadron,,,,,,,B_Tbl_push_read_write,0.0449592142055432,0.0449592142055432,,,,
residual_block:mod.cls_blocks.0,residual_block,mod.cls_blocks.0,mod.cls_blocks.0,,,,,,,,,,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-CLS,mod.cls_blocks.0.attn.h4 neutral_hadron<-CLS,,,,,,,B_Tbl_push_read_write,0.7067229598760605,0.7067229598760605,,,,
attention_pair:mod.cls_blocks.0.attn.h4|CLS<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|CLS<-CLS,mod.cls_blocks.0.attn.h4 CLS<-CLS,,,,,,,B_Tbl_push_read_write,0.4105018079280853,0.4105018079280853,,,,
attention_pair:mod.cls_blocks.0.attn.h6|neutral_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h6|neutral_hadron<-CLS,mod.cls_blocks.0.attn.h6 neutral_hadron<-CLS,,,,,,,B_Tbl_push_read_write,0.16915122885257006,0.16915122885257006,,,,
attention_pair:mod.cls_blocks.0.attn.h4|charged_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|charged_hadron<-CLS,mod.cls_blocks.0.attn.h4 charged_hadron<-CLS,,,,,,,B_Tbl_push_read_write,0.11428065598011017,0.11428065598011017,,,,
attention_pair:mod.cls_blocks.0.attn.h6|CLS<-CLS,attention_pair,mod.cls_blocks.0.attn.h6|CLS<-CLS,mod.cls_blocks.0.attn.h6 CLS<-CLS,,,,,,,B_Tbl_push_read_write,0.07680380111560225,0.07680380111560225,,,,
attention_pair:mod.cls_blocks.0.attn.h0|neutral_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h0|neutral_hadron<-CLS,mod.cls_blocks.0.attn.h0 neutral_hadron<-CLS,,,,,,,B_Tbl_push_read_write,0.04766535013914108,0.04766535013914108,,,,
attention_pair:mod.cls_blocks.0.attn.h0|CLS<-CLS,attention_pair,mod.cls_blocks.0.attn.h0|CLS<-CLS,mod.cls_blocks.0.attn.h0 CLS<-CLS,,,,,,,B_Tbl_push_read_write,0.04047104902565479,0.04047104902565479,,,,
