event_idx,group,particle_role,pid,particle_idx,head_id,class_label,particle_to_head_weight,head_to_class_weight,flow_weight
12308,A,hadron_neighbor,charged_hadron,28,L0_ch0:32,label_Hqql,28.054197311401367,24.378032684326172,683.906138989878
12308,A,hadron_neighbor,charged_hadron,28,L0_ch0:32,label_Tbl,28.054197311401367,26.809782028198242,752.1269148947358
12308,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Hqql,27.260711669921875,24.378032684326172,664.5625200873474
12308,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Tbl,27.260711669921875,26.809782028198242,730.8537378041656
12308,A,photon_neighbor,photon,16,L0_ch0:32,label_Hqql,26.25638771057129,24.378032684326172,640.0790777806469
12308,A,photon_neighbor,photon,16,L0_ch0:32,label_Tbl,26.25638771057129,26.809782028198242,703.9280313682793
12358,A,photon_neighbor,photon,41,L0_ch0:32,label_Hqql,26.69696044921875,27.855972290039062,743.6697905017063
12358,A,photon_neighbor,photon,41,L0_ch0:32,label_Tbl,26.69696044921875,28.416732788085938,758.6403913395479
12358,A,photon_neighbor,photon,39,L0_ch0:32,label_Hqql,26.342721939086914,27.855972290039062,733.8021323794092
12358,A,photon_neighbor,photon,39,L0_ch0:32,label_Tbl,26.342721939086914,28.416732788085938,748.5740902538819
12358,A,photon_neighbor,photon,40,L0_ch0:32,label_Hqql,25.5876407623291,27.855972290039062,712.7686120429134
12358,A,photon_neighbor,photon,40,L0_ch0:32,label_Tbl,25.5876407623291,28.416732788085938,727.1171502206416
12438,A,hadron_neighbor,neutral_hadron,43,L0_ch0:32,label_Hqql,31.077632904052734,23.516202926635742,730.8279218511962
12438,A,hadron_neighbor,neutral_hadron,43,L0_ch0:32,label_Tbl,31.077632904052734,26.064985275268555,810.038044034336
12438,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,26.715091705322266,23.516202926635742,628.2375177460417
12438,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,26.715091705322266,26.064985275268555,696.328471926674
12438,A,photon_neighbor,photon,41,L0_ch0:32,label_Hqql,25.132699966430664,23.516202926635742,591.0256725048348
12438,A,photon_neighbor,photon,41,L0_ch0:32,label_Tbl,25.132699966430664,26.064985275268555,655.0834545527578
12442,A,photon_neighbor,photon,66,L0_ch0:32,label_Hqql,23.60434913635254,32.98382568359375,778.5617372881388
12442,A,photon_neighbor,photon,66,L0_ch0:32,label_Tbl,23.60434913635254,33.64033126831055,794.0581243197594
12442,A,second_lepton,electron,49,L0_ch0:32,label_Hqql,23.19756507873535,32.98382568359375,765.1444428408286
12442,A,second_lepton,electron,49,L0_ch0:32,label_Tbl,23.19756507873535,33.64033126831055,780.3737738668497
12442,A,photon_neighbor,photon,68,L0_ch0:32,label_Hqql,23.172544479370117,32.98382568359375,764.3191677528666
12442,A,photon_neighbor,photon,68,L0_ch0:32,label_Tbl,23.172544479370117,33.64033126831055,779.5320726156715
12509,A,other_lepton,electron,38,L0_ch0:32,label_Hqql,34.96270751953125,23.01349639892578,804.6141435974278
12509,A,other_lepton,electron,38,L0_ch0:32,label_Tbl,34.96270751953125,24.836666107177734,868.3570928655099
12509,A,second_lepton,electron,25,L0_ch0:32,label_Hqql,28.58068084716797,23.01349639892578,657.7413957551471
12509,A,second_lepton,electron,25,L0_ch0:32,label_Tbl,28.58068084716797,24.836666107177734,709.8488273169205
12509,A,photon_neighbor,photon,43,L0_ch0:32,label_Hqql,27.917726516723633,23.01349639892578,642.4844986588141
12509,A,photon_neighbor,photon,43,L0_ch0:32,label_Tbl,27.917726516723633,24.836666107177734,693.383251967367
12592,A,hard_hadron,neutral_hadron,7,L0_ch0:32,label_Hqql,26.60577964782715,23.112977981567383,614.9387991826625
12592,A,hard_hadron,neutral_hadron,7,L0_ch0:32,label_Tbl,26.60577964782715,23.05062484741211,613.2798454349759
12592,A,hadron_neighbor,charged_hadron,37,L0_ch0:32,label_Hqql,24.88751220703125,23.112977981567383,575.2245216571027
12592,A,hadron_neighbor,charged_hadron,37,L0_ch0:32,label_Tbl,24.88751220703125,23.05062484741211,573.6727072696667
12592,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,24.03171157836914,23.112977981567383,555.4444205702239
12592,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,24.03171157836914,23.05062484741211,553.945968034197
12784,A,hadron_neighbor,charged_hadron,47,L0_ch0:32,label_Hqql,76.3379898071289,12.606575012207031,962.3605947846663
12784,A,hadron_neighbor,charged_hadron,47,L0_ch0:32,label_Tbl,76.3379898071289,14.722414016723633,1123.8794911449804
12784,A,hard_hadron,neutral_hadron,6,L0_ch0:32,label_Hqql,37.237693786621094,12.606575012207031,469.4397800026345
12784,A,hard_hadron,neutral_hadron,6,L0_ch0:32,label_Tbl,37.237693786621094,14.722414016723633,548.2287449546129
12784,A,photon_neighbor,photon,46,L0_ch0:32,label_Hqql,32.000091552734375,12.606575012207031,403.41155455703847
12784,A,photon_neighbor,photon,46,L0_ch0:32,label_Tbl,32.000091552734375,14.722414016723633,471.1185964124161
13089,A,photon_neighbor,photon,64,L0_ch0:32,label_Hqql,24.392026901245117,25.414020538330078,619.8994726397432
13089,A,photon_neighbor,photon,64,L0_ch0:32,label_Tbl,24.392026901245117,20.842041015625,508.3796251299791
13089,A,hadron_neighbor,charged_hadron,45,L0_ch0:32,label_Hqql,23.83654022216797,25.414020538330078,605.7823227689078
13089,A,hadron_neighbor,charged_hadron,45,L0_ch0:32,label_Tbl,23.83654022216797,20.842041015625,496.80214898101985
13089,A,photon_neighbor,photon,60,L0_ch0:32,label_Hqql,22.450292587280273,25.414020538330078,570.5521969046604
13089,A,photon_neighbor,photon,60,L0_ch0:32,label_Tbl,22.450292587280273,20.842041015625,467.90991891687736
13279,A,hadron_neighbor,charged_hadron,49,L0_ch0:32,label_Hqql,21.324647903442383,11.603372573852539,247.4378346298654
13279,A,hadron_neighbor,charged_hadron,49,L0_ch0:32,label_Tbl,21.324647903442383,10.770380020141602,229.67456171579033
13279,A,photon_neighbor,photon,47,L0_ch0:32,label_Hqql,20.90483856201172,11.603372573852539,242.56663043126173
13279,A,photon_neighbor,photon,47,L0_ch0:32,label_Tbl,20.90483856201172,10.770380020141602,225.1530555725767
13279,A,photon_neighbor,photon,46,L0_ch0:32,label_Hqql,20.84990692138672,11.603372573852539,241.92923813899688
13279,A,photon_neighbor,photon,46,L0_ch0:32,label_Tbl,20.84990692138672,10.770380020141602,224.5614209279156
13374,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Hqql,31.669525146484375,25.300243377685547,801.2466938617872
13374,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Tbl,31.669525146484375,22.42642593383789,710.2342600574484
13374,A,hadron_neighbor,charged_hadron,41,L0_ch0:32,label_Hqql,28.308788299560547,25.300243377685547,716.2192337062588
13374,A,hadron_neighbor,charged_hadron,41,L0_ch0:32,label_Tbl,28.308788299560547,22.42642593383789,634.8649440767913
13374,A,hadron_neighbor,neutral_hadron,33,L0_ch0:32,label_Hqql,28.23622703552246,25.300243377685547,714.3834160663027
13374,A,hadron_neighbor,neutral_hadron,33,L0_ch0:32,label_Tbl,28.23622703552246,22.42642593383789,633.2376542631755
13400,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,26.970956802368164,23.257104873657227,627.2663708955552
13400,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,26.970956802368164,25.26384735107422,681.3901355674461
13400,A,hard_hadron,neutral_hadron,3,L0_ch0:32,label_Hqql,26.15568733215332,23.257104873657227,608.3055633264776
13400,A,hard_hadron,neutral_hadron,3,L0_ch0:32,label_Tbl,26.15568733215332,25.26384735107422,660.7932921219472
13400,A,photon_neighbor,photon,32,L0_ch0:32,label_Hqql,25.76224136352539,23.257104873657227,599.1551491719802
13400,A,photon_neighbor,photon,32,L0_ch0:32,label_Tbl,25.76224136352539,25.26384735107422,650.8533332296356
13529,A,photon_neighbor,photon,40,L0_ch0:32,label_Hqql,25.910036087036133,26.218599319458008,679.324854518698
13529,A,photon_neighbor,photon,40,L0_ch0:32,label_Tbl,25.910036087036133,32.80532455444336,849.98714305256
13529,A,photon_neighbor,photon,38,L0_ch0:32,label_Hqql,25.301143646240234,26.218599319458008,663.3605475848235
13529,A,photon_neighbor,photon,38,L0_ch0:32,label_Tbl,25.301143646240234,32.80532455444336,830.0122289135033
13529,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,24.853784561157227,26.218599319458008,651.6314189811128
13529,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,24.853784561157227,32.80532455444336,815.3364689349764
13897,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,36.42911148071289,4.624547958374023,168.4681731235105
13897,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,36.42911148071289,3.4440159797668457,125.46244206828305
13897,A,hadron_neighbor,charged_hadron,32,L0_ch0:32,label_Hqql,32.5546760559082,4.624547958374023,150.550660689878
13897,A,hadron_neighbor,charged_hadron,32,L0_ch0:32,label_Tbl,32.5546760559082,3.4440159797668457,112.11882455268096
13897,A,photon_neighbor,photon,40,L0_ch0:32,label_Hqql,30.18334197998047,4.624547958374023,139.58431253042363
13897,A,photon_neighbor,photon,40,L0_ch0:32,label_Tbl,30.18334197998047,3.4440159797668457,103.9519121018202
14139,A,hard_hadron,neutral_hadron,24,L0_ch0:32,label_Hqql,28.37668228149414,29.30404281616211,831.551512557533
14139,A,hard_hadron,neutral_hadron,24,L0_ch0:32,label_Tbl,28.37668228149414,29.000898361206055,822.9492786738483
14139,A,hadron_neighbor,charged_hadron,37,L0_ch0:32,label_Hqql,24.370384216308594,29.30404281616211,714.1507825210283
14139,A,hadron_neighbor,charged_hadron,37,L0_ch0:32,label_Tbl,24.370384216308594,29.000898361206055,706.7630356807058
14139,A,photon_neighbor,photon,36,L0_ch0:32,label_Hqql,23.72327995300293,29.30404281616211,695.1880114825981
14139,A,photon_neighbor,photon,36,L0_ch0:32,label_Tbl,23.72327995300293,29.000898361206055,687.9964307114751
14355,A,hadron_neighbor,charged_hadron,43,L0_ch0:32,label_Hqql,25.38799476623535,41.55968475341797,1055.1170590061665
14355,A,hadron_neighbor,charged_hadron,43,L0_ch0:32,label_Tbl,25.38799476623535,41.42960739135742,1051.8146556189677
14355,A,photon_neighbor,photon,37,L0_ch0:32,label_Hqql,24.396955490112305,41.55968475341797,1013.9297791122372
14355,A,photon_neighbor,photon,37,L0_ch0:32,label_Tbl,24.396955490112305,41.42960739135742,1010.7562874997748
14355,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Hqql,23.97083854675293,41.55968475341797,996.2204932781315
14355,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Tbl,23.97083854675293,41.42960739135742,993.1024298335906
14381,A,hadron_neighbor,charged_hadron,46,L0_ch0:32,label_Hqql,32.68998336791992,12.9652738571167,423.83458674967187
14381,A,hadron_neighbor,charged_hadron,46,L0_ch0:32,label_Tbl,32.68998336791992,14.125641822814941,461.7669962490145
14381,A,photon_neighbor,photon,45,L0_ch0:32,label_Hqql,31.096614837646484,12.9652738571167,403.1761273993652
14381,A,photon_neighbor,photon,45,L0_ch0:32,label_Tbl,31.096614837646484,14.125641822814941,439.25964309862684
14381,A,photon_neighbor,photon,41,L0_ch0:32,label_Hqql,29.94351577758789,12.9652738571167,388.2258823013217
14381,A,photon_neighbor,photon,41,L0_ch0:32,label_Tbl,29.94351577758789,14.125641822814941,422.97137879001457
14596,A,hadron_neighbor,neutral_hadron,53,L0_ch0:32,label_Hqql,30.018230438232422,29.453092575073242,884.1297200371409
14596,A,hadron_neighbor,neutral_hadron,53,L0_ch0:32,label_Tbl,30.018230438232422,30.029529571533203,901.4333386299986
14596,A,photon_neighbor,photon,69,L0_ch0:32,label_Hqql,25.913265228271484,29.453092575073242,763.2257996907065
14596,A,photon_neighbor,photon,69,L0_ch0:32,label_Tbl,25.913265228271484,30.029529571533203,778.1631644673616
14596,A,photon_neighbor,photon,56,L0_ch0:32,label_Hqql,24.498615264892578,29.453092575073242,721.5599833579836
14596,A,photon_neighbor,photon,56,L0_ch0:32,label_Tbl,24.498615264892578,30.029529571533203,735.6818915587064
14600,A,hadron_neighbor,neutral_hadron,33,L0_ch0:32,label_Hqql,27.770479202270508,20.767507553100586,576.7236365863755
14600,A,hadron_neighbor,neutral_hadron,33,L0_ch0:32,label_Tbl,27.770479202270508,22.364599227905273,621.0756377256585
14600,A,photon_neighbor,photon,39,L0_ch0:32,label_Hqql,23.935657501220703,20.767507553100586,497.08394794502965
14600,A,photon_neighbor,photon,39,L0_ch0:32,label_Tbl,23.935657501220703,22.364599227905273,535.3113872712056
14600,A,photon_neighbor,photon,37,L0_ch0:32,label_Hqql,23.715967178344727,20.767507553100586,492.5215275053597
14600,A,photon_neighbor,photon,37,L0_ch0:32,label_Tbl,23.715967178344727,22.364599227905273,530.3981012458353
14625,A,hadron_neighbor,charged_hadron,63,L0_ch0:32,label_Hqql,52.818092346191406,18.166278839111328,959.508193310845
14625,A,hadron_neighbor,charged_hadron,63,L0_ch0:32,label_Tbl,52.818092346191406,19.650556564331055,1037.9049112688954
14625,A,photon_neighbor,photon,57,L0_ch0:32,label_Hqql,32.11432647705078,18.166278839111328,583.3978095123603
14625,A,photon_neighbor,photon,57,L0_ch0:32,label_Tbl,32.11432647705078,19.650556564331055,631.0643889626808
14625,A,hard_hadron,neutral_hadron,28,L0_ch0:32,label_Hqql,31.53483009338379,18.166278839111328,572.870516620409
14625,A,hard_hadron,neutral_hadron,28,L0_ch0:32,label_Tbl,31.53483009338379,19.650556564331055,619.6769624966073
14742,A,photon_neighbor,photon,44,L0_ch0:32,label_Hqql,26.793161392211914,21.935726165771484,587.7274514148812
14742,A,photon_neighbor,photon,44,L0_ch0:32,label_Tbl,26.793161392211914,23.39357566833496,626.7878484226203
14742,A,photon_neighbor,photon,49,L0_ch0:32,label_Hqql,26.732547760009766,21.935726165771484,586.3978473769821
14742,A,photon_neighbor,photon,49,L0_ch0:32,label_Tbl,26.732547760009766,23.39357566833496,625.3698788311667
14742,A,hadron_neighbor,charged_hadron,50,L0_ch0:32,label_Hqql,26.665681838989258,21.935726165771484,584.9310948436541
14742,A,hadron_neighbor,charged_hadron,50,L0_ch0:32,label_Tbl,26.665681838989258,23.39357566833496,623.8056458481406
14991,A,hard_hadron,neutral_hadron,16,L0_ch0:32,label_Hqql,31.415571212768555,24.81648826599121,779.6241543710821
14991,A,hard_hadron,neutral_hadron,16,L0_ch0:32,label_Tbl,31.415571212768555,23.809890747070312,748.0013183328265
14991,A,photon_neighbor,photon,43,L0_ch0:32,label_Hqql,24.24966049194336,24.81648826599121,601.791415052583
14991,A,photon_neighbor,photon,43,L0_ch0:32,label_Tbl,24.24966049194336,23.809890747070312,577.3817669667187
14991,A,hadron_neighbor,charged_hadron,39,L0_ch0:32,label_Hqql,24.157222747802734,24.81648826599121,599.4974348597825
14991,A,hadron_neighbor,charged_hadron,39,L0_ch0:32,label_Tbl,24.157222747802734,23.809890747070312,575.1808343778248
14999,A,photon_neighbor,photon,37,L0_ch0:32,label_Hqql,26.87273406982422,21.440217971801758,576.1572759552946
14999,A,photon_neighbor,photon,37,L0_ch0:32,label_Tbl,26.87273406982422,20.472265243530273,550.1457396962942
14999,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,25.14885139465332,21.440217971801758,539.1968556418178
14999,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,25.14885139465332,20.472265243530273,514.853956321469
14999,A,photon_neighbor,photon,40,L0_ch0:32,label_Hqql,24.84969139099121,21.440217971801758,532.7827999548572
14999,A,photon_neighbor,photon,40,L0_ch0:32,label_Tbl,24.84969139099121,20.472265243530273,508.7294733762428
15006,A,photon_neighbor,photon,52,L0_ch0:32,label_Hqql,32.64936828613281,19.493610382080078,636.4540645909146
15006,A,photon_neighbor,photon,52,L0_ch0:32,label_Tbl,32.64936828613281,23.98633575439453,783.1387098800624
15006,A,hadron_neighbor,charged_hadron,46,L0_ch0:32,label_Hqql,31.56174087524414,19.493610382080078,615.2522796021804
15006,A,hadron_neighbor,charged_hadron,46,L0_ch0:32,label_Tbl,31.56174087524414,23.98633575439453,757.0505136268039
15006,A,hadron_neighbor,charged_hadron,36,L0_ch0:32,label_Hqql,31.183019638061523,19.493610382080078,607.8696353611231
15006,A,hadron_neighbor,charged_hadron,36,L0_ch0:32,label_Tbl,31.183019638061523,23.98633575439453,747.9663788744219
15112,A,hard_hadron,charged_hadron,27,L0_ch0:32,label_Hqql,25.05198860168457,26.374120712280273,660.7241714634984
15112,A,hard_hadron,charged_hadron,27,L0_ch0:32,label_Tbl,25.05198860168457,27.5778865814209,690.8809002963062
15112,A,hadron_neighbor,charged_hadron,34,L0_ch0:32,label_Hqql,24.655778884887695,26.374120712280273,650.2744885653192
15112,A,hadron_neighbor,charged_hadron,34,L0_ch0:32,label_Tbl,24.655778884887695,27.5778865814209,679.9542736640251
15112,A,photon_neighbor,photon,45,L0_ch0:32,label_Hqql,23.988710403442383,26.374120712280273,632.681143912323
15112,A,photon_neighbor,photon,45,L0_ch0:32,label_Tbl,23.988710403442383,27.5778865814209,661.5579347406856
15233,A,hard_hadron,neutral_hadron,6,L0_ch0:32,label_Hqql,30.932554244995117,29.76522445678711,920.7144201240226
15233,A,hard_hadron,neutral_hadron,6,L0_ch0:32,label_Tbl,30.932554244995117,26.244537353515625,811.8105753224227
15233,A,hard_hadron,neutral_hadron,5,L0_ch0:32,label_Hqql,29.190956115722656,29.76522445678711,868.8753608927072
15233,A,hard_hadron,neutral_hadron,5,L0_ch0:32,label_Tbl,29.190956115722656,26.244537353515625,766.1031381639186
15233,A,hadron_neighbor,charged_hadron,47,L0_ch0:32,label_Hqql,26.763967514038086,29.76522445678711,796.6355004095021
15233,A,hadron_neighbor,charged_hadron,47,L0_ch0:32,label_Tbl,26.763967514038086,26.244537353515625,702.4079451504513
15292,A,hadron_neighbor,charged_hadron,51,L0_ch0:32,label_Hqql,30.798490524291992,16.502052307128906,508.2383016124804
15292,A,hadron_neighbor,charged_hadron,51,L0_ch0:32,label_Tbl,30.798490524291992,16.47264289855957,507.3325362213327
15292,A,hard_hadron,neutral_hadron,31,L0_ch0:32,label_Hqql,30.723873138427734,16.502052307128906,507.0069616079272
15292,A,hard_hadron,neutral_hadron,31,L0_ch0:32,label_Tbl,30.723873138427734,16.47264289855957,506.10339066996676
15292,A,photon_neighbor,photon,61,L0_ch0:32,label_Hqql,29.937013626098633,16.502052307128906,494.02216477711045
15292,A,photon_neighbor,photon,61,L0_ch0:32,label_Tbl,29.937013626098633,16.47264289855957,493.14173491203474
15512,A,hadron_neighbor,neutral_hadron,45,L0_ch0:32,label_Hqql,31.441028594970703,21.311328887939453,670.0501009625295
15512,A,hadron_neighbor,neutral_hadron,45,L0_ch0:32,label_Tbl,31.441028594970703,31.904224395751953,1003.1016315271991
15512,A,hadron_neighbor,neutral_hadron,39,L0_ch0:32,label_Hqql,24.694503784179688,21.311328887939453,526.2726918691187
15512,A,hadron_neighbor,neutral_hadron,39,L0_ch0:32,label_Tbl,24.694503784179688,31.904224395751953,787.8589900722145
15512,A,photon_neighbor,photon,44,L0_ch0:32,label_Hqql,24.011735916137695,21.311328887939453,511.7220012791586
15512,A,photon_neighbor,photon,44,L0_ch0:32,label_Tbl,24.011735916137695,31.904224395751953,766.0758107999936
15540,A,photon_neighbor,photon,41,L0_ch0:32,label_Hqql,29.38336753845215,22.873397827148438,672.0974552083353
15540,A,photon_neighbor,photon,41,L0_ch0:32,label_Tbl,29.38336753845215,27.018291473388672,793.8883886236072
15540,A,hadron_neighbor,charged_hadron,39,L0_ch0:32,label_Hqql,25.588855743408203,22.873397827148438,585.304077360488
15540,A,hadron_neighbor,charged_hadron,39,L0_ch0:32,label_Tbl,25.588855743408203,27.018291473388672,691.3671629458986
15540,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,25.059385299682617,22.873397827148438,573.1932892634359
15540,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,25.059385299682617,27.018291473388672,677.0617761707763
15590,A,photon_neighbor,photon,44,L0_ch0:32,label_Hqql,25.792417526245117,25.05071258544922,646.1184383338696
15590,A,photon_neighbor,photon,44,L0_ch0:32,label_Tbl,25.792417526245117,31.3000431060791,807.3037803814623
15590,A,photon_neighbor,photon,42,L0_ch0:32,label_Hqql,25.485979080200195,25.05071258544922,638.4419368968665
15590,A,photon_neighbor,photon,42,L0_ch0:32,label_Tbl,25.485979080200195,31.3000431060791,797.7122438108963
15590,A,hadron_neighbor,charged_hadron,29,L0_ch0:32,label_Hqql,25.426639556884766,25.05071258544922,636.9554395533341
15590,A,hadron_neighbor,charged_hadron,29,L0_ch0:32,label_Tbl,25.426639556884766,31.3000431060791,795.8549141732292
15684,A,hadron_neighbor,charged_hadron,53,L0_ch0:32,label_Hqql,35.27505111694336,27.152650833129883,957.8111460991713
15684,A,hadron_neighbor,charged_hadron,53,L0_ch0:32,label_Tbl,35.27505111694336,31.262737274169922,1102.7946554019145
15684,A,hadron_neighbor,neutral_hadron,42,L0_ch0:32,label_Hqql,28.74692726135254,27.152650833129883,780.5552784528882
15684,A,hadron_neighbor,neutral_hadron,42,L0_ch0:32,label_Tbl,28.74692726135254,31.262737274169922,898.7076344113375
15684,A,hadron_neighbor,charged_hadron,41,L0_ch0:32,label_Hqql,28.63086700439453,27.152650833129883,777.403934820104
15684,A,hadron_neighbor,charged_hadron,41,L0_ch0:32,label_Tbl,28.63086700439453,31.262737274169922,895.0792730900866
15800,A,hadron_neighbor,charged_hadron,56,L0_ch0:32,label_Hqql,34.492610931396484,31.129884719848633,1073.7510019809633
15800,A,hadron_neighbor,charged_hadron,56,L0_ch0:32,label_Tbl,34.492610931396484,28.36979866027832,978.5484273910333
15800,A,photon_neighbor,photon,50,L0_ch0:32,label_Hqql,26.80069351196289,31.129884719848633,834.3024994394
15800,A,photon_neighbor,photon,50,L0_ch0:32,label_Tbl,26.80069351196289,28.36979866027832,760.3302788902147
15800,A,hadron_neighbor,neutral_hadron,48,L0_ch0:32,label_Hqql,26.494993209838867,31.129884719848633,824.7860842754562
15800,A,hadron_neighbor,neutral_hadron,48,L0_ch0:32,label_Tbl,26.494993209838867,28.36979866027832,751.6576228685699
16360,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Hqql,28.160263061523438,43.14439010620117,1214.9573750196141
16360,A,hadron_neighbor,charged_hadron,42,L0_ch0:32,label_Tbl,28.160263061523438,48.7631721496582,1373.1837554487283
16360,A,hadron_neighbor,charged_hadron,33,L0_ch0:32,label_Hqql,24.206356048583984,43.14439010620117,1044.3684684097097
16360,A,hadron_neighbor,charged_hadron,33,L0_ch0:32,label_Tbl,24.206356048583984,48.7631721496582,1180.378707113021
16360,A,photon_neighbor,photon,39,L0_ch0:32,label_Hqql,23.865358352661133,43.14439010620117,1029.6563307914985
16360,A,photon_neighbor,photon,39,L0_ch0:32,label_Tbl,23.865358352661133,48.7631721496582,1163.7505777640981
12649,B,hard_hadron,neutral_hadron,22,L0_ch0:32,label_Hqql,30.640954971313477,15.719953536987305,481.674388477968
12649,B,hard_hadron,neutral_hadron,22,L0_ch0:32,label_Tbl,30.640954971313477,19.14737892150879,586.6939753526276
12649,B,photon_neighbor,photon,64,L0_ch0:32,label_Hqql,27.69582176208496,15.719953536987305,435.37703126865745
12649,B,photon_neighbor,photon,64,L0_ch0:32,label_Tbl,27.69582176208496,19.14737892150879,530.30239382121
12649,B,photon_neighbor,photon,74,L0_ch0:32,label_Hqql,26.580846786499023,15.719953536987305,417.84967645754296
12649,B,photon_neighbor,photon,74,L0_ch0:32,label_Tbl,26.580846786499023,19.14737892150879,508.95354547566603
