objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,C_Tbl_correct,0.11529289931058884,-1.0816935300827026,1.0816935300827026,0.06802083551883698,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,B_Hqql_to_Tbl,0.09797319024801254,-0.7573292851448059,0.7573292851448059,0.05412091128528118,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,B_Hqql_to_Tbl,0.11248316615819931,-0.7030114233493805,0.7030114233493805,0.04721765872091055,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.12699314206838608,-0.6486935615539551,0.6486935615539551,0.04031440615653992,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,photon<-CLS,A_Hqql_correct,0.11827591620385647,0.5752708092331886,0.5752708092331886,0.053514589788392186,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,C_Tbl_correct,0.07164617069065571,-0.5403371520806104,0.5413563780020922,0.072144266217947,88.27936744689941,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.1206706100040012,0.38110800915294224,0.4604500929514567,0.039230012231402926,152.1468505859375,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.12058018846437335,0.38300703360073385,0.4332647799856204,0.03954578866250813,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,C_Tbl_correct,0.11057110875844955,-0.4178106188774109,0.4178106188774109,0.04461325705051422,102.39977264404297,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,D_Tbl_to_Hqql,0.05711616575717926,0.23036374151706696,0.2553228437900543,0.019809220219030976,27.489445686340332,0.5
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.0489860067764918,-0.18793059488137562,0.21823958257834117,0.014652688180406888,13.134540557861328,1.875
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,CLS<-muon,C_Tbl_correct,0.060292535461485386,-0.20848170667886734,0.20932891219854355,0.04261748306453228,56.10333013534546,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,charged_hadron<-CLS,B_Hqql_to_Tbl,0.08059248700737953,-0.1905556656420231,0.1905556656420231,0.0311113721691072,102.39976501464844,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.04626484115918477,-0.14226032520333926,0.18067919438083965,0.014652688428759575,11.350289217631023,1.875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.12338128685951233,0.13235240610083565,0.16236746875802055,0.021868049787978332,152.1468505859375,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,C_Tbl_correct,0.04088807980651441,-0.13456850013007288,0.1597197684256927,0.013035688306326452,14.935489156971807,1.4375
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,CLS<-CLS,B_Hqql_to_Tbl,0.09460662491619587,-0.15891888923943043,0.15891888923943043,0.02644104673527181,102.39976501464844,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.10862076282501221,-0.12728211283683777,0.12728211283683777,0.021770721301436424,102.39976501464844,0.125
