analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder,pair_original_analysis_group,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl,adapter_src_label,adapter_tgt_label
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,0,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.590326189994812,0.0078649977222085,-0.5824611922726035,0.5824611922726035,18,pair_direct_legacy_replay,A_src_correct,0.590326189994812,0.0078649977222085,-0.5824611922726035,0.5824611922726035,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,3,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.7674362063407898,0.0659199208021164,-0.7015162855386734,0.7015162855386734,18,pair_direct_legacy_replay,A_src_correct,0.7674362063407898,0.0659199208021164,-0.7015162855386734,0.7015162855386734,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,5,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.4501091241836548,0.030376210808753967,-0.4197329133749008,0.4197329133749008,18,pair_direct_legacy_replay,A_src_correct,0.4501091241836548,0.030376210808753967,-0.4197329133749008,0.4197329133749008,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,6,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.7141135931015015,0.006968460511416197,-0.7071451325900853,0.7071451325900853,18,pair_direct_legacy_replay,A_src_correct,0.7141135931015015,0.006968460511416197,-0.7071451325900853,0.7071451325900853,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,8,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.7550983428955078,0.0014213953400030732,-0.7536769475555047,0.7536769475555047,18,pair_direct_legacy_replay,A_src_correct,0.7550983428955078,0.0014213953400030732,-0.7536769475555047,0.7536769475555047,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,9,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.8566675782203674,0.003947681747376919,-0.8527198964729905,0.8527198964729905,18,pair_direct_legacy_replay,A_src_correct,0.8566675782203674,0.003947681747376919,-0.8527198964729905,0.8527198964729905,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,10,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.9001121520996094,0.009509268216788769,-0.8906028838828206,0.8906028838828206,18,pair_direct_legacy_replay,A_src_correct,0.9001121520996094,0.009509268216788769,-0.8906028838828206,0.8906028838828206,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,11,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.9689852595329285,0.004937415011227131,-0.9640478445217013,0.9640478445217013,18,pair_direct_legacy_replay,A_src_correct,0.9689852595329285,0.004937415011227131,-0.9640478445217013,0.9640478445217013,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,12,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.767565131187439,0.002836040686815977,-0.764729090500623,0.764729090500623,18,pair_direct_legacy_replay,A_src_correct,0.767565131187439,0.002836040686815977,-0.764729090500623,0.764729090500623,label_Zqq,label_Hcc
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,14,label_Zqq,label_Zqq,label_Zqq,label_Hcc,0.970893383026123,0.0010795267298817635,-0.9698138562962413,0.9698138562962413,18,pair_direct_legacy_replay,A_src_correct,0.970893383026123,0.0010795267298817635,-0.9698138562962413,0.9698138562962413,label_Zqq,label_Hcc
