analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,0,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.590326189994812,0.0012761373072862625,-0.5890500526875257,0.5890500526875257,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,3,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.7674362063407898,0.002417850075289607,-0.7650183562655002,0.7650183562655002,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,5,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.4501091241836548,0.02227010950446129,-0.4278390146791935,0.4278390146791935,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,6,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.7141135931015015,0.0015935881529003382,-0.7125200049486011,0.7125200049486011,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,8,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.7550983428955078,0.23085418343544006,-0.5242441594600677,0.5242441594600677,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,9,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.8566675782203674,0.05263657495379448,-0.804031003266573,0.804031003266573,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,10,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.9001121520996094,0.023892274126410484,-0.8762198779731989,0.8762198779731989,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,11,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.9689852595329285,0.0002422410761937499,-0.9687430184567347,0.9687430184567347,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,12,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.767565131187439,0.14549006521701813,-0.6220750659704208,0.6220750659704208,17,pair_direct_legacy_replay
A_src_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,14,label_Zqq,label_Zqq,label_Zqq,label_Hbb,0.970893383026123,0.0002572862431406975,-0.9706360967829823,0.9706360967829823,17,pair_direct_legacy_replay
