analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder,pair_original_analysis_group,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl,adapter_src_label,adapter_tgt_label
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,0,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.590326189994812,0.08143465220928192,-0.5088915377855301,0.5088915377855301,1,pair_direct_legacy_replay,A_src_correct,0.590326189994812,0.08143465220928192,-0.5088915377855301,0.5088915377855301,label_Zqq,label_Wqq
B_Hqql_to_Tbl,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,1,label_Zqq,label_Wqq,label_Zqq,label_Wqq,0.20362010598182678,0.7940647602081299,0.5904446542263031,-0.5904446542263031,1,pair_direct_legacy_replay,B_src_to_tgt,0.20362010598182678,0.7940647602081299,0.5904446542263031,-0.5904446542263031,label_Zqq,label_Wqq
B_Hqql_to_Tbl,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,2,label_Zqq,label_Wqq,label_Zqq,label_Wqq,0.3827773332595825,0.602760374546051,0.2199830412864685,-0.2199830412864685,1,pair_direct_legacy_replay,B_src_to_tgt,0.3827773332595825,0.602760374546051,0.2199830412864685,-0.2199830412864685,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,3,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.7674362063407898,0.051865436136722565,-0.7155707702040672,0.7155707702040672,1,pair_direct_legacy_replay,A_src_correct,0.7674362063407898,0.051865436136722565,-0.7155707702040672,0.7155707702040672,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,5,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.4501091241836548,0.17839407920837402,-0.27171504497528076,0.27171504497528076,1,pair_direct_legacy_replay,A_src_correct,0.4501091241836548,0.17839407920837402,-0.27171504497528076,0.27171504497528076,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,6,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.7141135931015015,0.2567148804664612,-0.4573987126350403,0.4573987126350403,1,pair_direct_legacy_replay,A_src_correct,0.7141135931015015,0.2567148804664612,-0.4573987126350403,0.4573987126350403,label_Zqq,label_Wqq
B_Hqql_to_Tbl,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,7,label_Zqq,label_Wqq,label_Zqq,label_Wqq,0.25676941871643066,0.6207544803619385,0.3639850616455078,-0.3639850616455078,1,pair_direct_legacy_replay,B_src_to_tgt,0.25676941871643066,0.6207544803619385,0.3639850616455078,-0.3639850616455078,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,8,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.7550983428955078,0.0017975455848500133,-0.7533007973106578,0.7533007973106578,1,pair_direct_legacy_replay,A_src_correct,0.7550983428955078,0.0017975455848500133,-0.7533007973106578,0.7533007973106578,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,9,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.8566675782203674,0.012249389663338661,-0.8444181885570288,0.8444181885570288,1,pair_direct_legacy_replay,A_src_correct,0.8566675782203674,0.012249389663338661,-0.8444181885570288,0.8444181885570288,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,10,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.9001121520996094,0.06555154919624329,-0.8345606029033661,0.8345606029033661,1,pair_direct_legacy_replay,A_src_correct,0.9001121520996094,0.06555154919624329,-0.8345606029033661,0.8345606029033661,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,11,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.9689852595329285,0.020535683259367943,-0.9484495762735605,0.9484495762735605,1,pair_direct_legacy_replay,A_src_correct,0.9689852595329285,0.020535683259367943,-0.9484495762735605,0.9484495762735605,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,12,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.767565131187439,0.08229538798332214,-0.6852697432041168,0.6852697432041168,1,pair_direct_legacy_replay,A_src_correct,0.767565131187439,0.08229538798332214,-0.6852697432041168,0.6852697432041168,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,14,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.970893383026123,0.015954378992319107,-0.9549390040338039,0.9549390040338039,1,pair_direct_legacy_replay,A_src_correct,0.970893383026123,0.015954378992319107,-0.9549390040338039,0.9549390040338039,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,16,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.7333254814147949,0.22677960991859436,-0.5065458714962006,0.5065458714962006,1,pair_direct_legacy_replay,A_src_correct,0.7333254814147949,0.22677960991859436,-0.5065458714962006,0.5065458714962006,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,17,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.2442687451839447,0.1681881994009018,-0.07608054578304291,0.07608054578304291,1,pair_direct_legacy_replay,A_src_correct,0.2442687451839447,0.1681881994009018,-0.07608054578304291,0.07608054578304291,label_Zqq,label_Wqq
A_Hqql_correct,ZToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/ZToQQ_120.root,19,label_Zqq,label_Zqq,label_Zqq,label_Wqq,0.6550890803337097,0.2953225374221802,-0.35976654291152954,0.35976654291152954,1,pair_direct_legacy_replay,A_src_correct,0.6550890803337097,0.2953225374221802,-0.35976654291152954,0.35976654291152954,label_Zqq,label_Wqq
