objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.13066451251506805,-0.9109004139900208,0.9109004139900208,0.06066377833485603,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.12464496959000826,-0.84135452726332,0.84135452726332,0.06364579405635595,152.1468505859375,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,C_Tbl_correct,0.11131791025400162,0.832321286201477,0.832321286201477,0.06262852996587753,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.11784739000722766,-0.7242826413057628,0.7242826413057628,0.05610436340793967,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-CLS,A_Hqql_correct,0.11842379122972488,-0.6848235607147217,0.6848235607147217,0.05011392906308174,152.1468505859375,0.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,D_Tbl_to_Hqql,0.10697951260954142,-0.46001802757382393,0.46097859367728233,0.03180326451547444,124.43200016021729,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,C_Tbl_correct,0.12658956833183765,0.17151522170752287,0.4108686866238713,0.03324432158842683,152.14683532714844,0.25
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.09613037357727687,0.3699465182920297,0.3699465182920297,0.041528635968764625,152.14683532714844,0.375
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,A_Hqql_correct,0.11316964030265808,-0.33837807178497314,0.33837807178497314,0.04236554354429245,102.39976501464844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-CLS,A_Hqql_correct,0.11275213863700628,-0.3235765052959323,0.3235765052959323,0.042889383621513844,102.39976501464844,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.09908309454719226,0.3226755239690344,0.3226755239690344,0.04152864000449578,129.97860113779703,0.375
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,B_Hqql_to_Tbl,0.08705408498644829,0.3178957326204649,0.3178957326204649,0.03925160824188164,134.3242075783866,0.4375
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,B_Hqql_to_Tbl,0.11024636775255203,0.30702319741249084,0.30702319741249084,0.02527901530265808,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-electron,C_Tbl_correct,0.1374926186270184,0.1258843411794967,0.3033210249203775,0.03553128718501992,128.47586822509766,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,electron<-CLS,A_Hqql_correct,0.10978853553533555,-0.28883926570415497,0.28883926570415497,0.03809923455119133,102.39976501464844,0.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,CLS<-CLS,A_Hqql_correct,0.10732628172263503,-0.2847347541246563,0.2847347541246563,0.03974047128576785,102.39976501464844,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,C_Tbl_correct,0.10264227663477261,0.11983024437601368,0.27939922098691267,0.03695375223954519,109.05988661448161,0.375
