output_root,source_root,source_group,entry_idx,true_label,pred_label,score_Hqql,score_Tbl,margin_Hqql_minus_Tbl,margin_Tbl_minus_Hqql,pred_score,analysis_group
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,34951,label_Hqql,label_Hqql,0.9995664954185486,0.0002999944845214486,0.999266505241394,-0.999266505241394,0.9995664954185486,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,15150,label_Hqql,label_Hqql,0.9992848038673401,0.0003092209517490119,0.9989755749702454,-0.9989755749702454,0.9992848038673401,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,60939,label_Hqql,label_Hqql,0.9991528987884521,0.0001989798474824056,0.9989539384841919,-0.9989539384841919,0.9991528987884521,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,96198,label_Hqql,label_Hqql,0.9991017580032349,0.00023727587540633976,0.998864471912384,-0.998864471912384,0.9991017580032349,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,57869,label_Hqql,label_Hqql,0.9992734789848328,0.00047484724200330675,0.9987986087799072,-0.9987986087799072,0.9992734789848328,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,89959,label_Hqql,label_Hqql,0.9989883303642273,0.00028223652043379843,0.9987061023712158,-0.9987061023712158,0.9989883303642273,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,14964,label_Hqql,label_Hqql,0.9988498687744141,0.00025429189554415643,0.9985955953598022,-0.9985955953598022,0.9988498687744141,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,12465,label_Hqql,label_Hqql,0.9987988471984863,0.00027209523250348866,0.9985267519950867,-0.9985267519950867,0.9987988471984863,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,17147,label_Hqql,label_Hqql,0.9991888403892517,0.0006752843037247658,0.9985135793685913,-0.9985135793685913,0.9991888403892517,A_Hqql_correct
reports/latest/part_weaver_predict_smoke_v3_HToWW2Q1L.root,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,HToWW2Q1L,1342,label_Hqql,label_Hqql,0.9990070462226868,0.000520992383826524,0.9984860420227051,-0.9984860420227051,0.9990070462226868,A_Hqql_correct
