analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,0,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9974096417427063,0.0001767413632478565,-0.9972329003794584,0.9972329003794584,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,2,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9979262351989746,7.104396786417055e-07,-0.997925524759296,0.997925524759296,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,3,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9950692653656006,1.802419137675315e-05,-0.9950512411742238,0.9950512411742238,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,4,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9989153146743774,2.4179778392863227e-06,-0.9989128966965382,0.9989128966965382,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,5,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9988331198692322,8.216739502131531e-07,-0.998832298195282,0.998832298195282,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,6,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9040754437446594,0.061961881816387177,-0.8421135619282722,0.8421135619282722,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,7,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.8997784852981567,0.0010902129579335451,-0.8986882723402232,0.8986882723402232,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,8,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.7554381489753723,0.03576919063925743,-0.7196689583361149,0.7196689583361149,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,9,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9992484450340271,3.27971019942197e-06,-0.9992451653238277,0.9992451653238277,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,10,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9826076626777649,0.00010241813288303092,-0.9825052445448819,0.9825052445448819,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,11,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.49991846084594727,0.21194259822368622,-0.28797586262226105,0.28797586262226105,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,12,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.998930037021637,9.488452633377165e-06,-0.9989205485690036,0.9989205485690036,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,13,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9961825013160706,1.661263740970753e-05,-0.9961658886786608,0.9961658886786608,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,14,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.820547342300415,0.01126814354211092,-0.8092791987583041,0.8092791987583041,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,15,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9683616161346436,3.72963331756182e-05,-0.9683243198014679,0.9683243198014679,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,16,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9990411400794983,8.984036685433239e-05,-0.998951299712644,0.998951299712644,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,17,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9883620142936707,0.0013457491295412183,-0.9870162651641294,0.9870162651641294,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,18,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.5875170230865479,0.0009271238232031465,-0.5865898992633447,0.5865898992633447,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,19,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.7202211022377014,0.00017777782340999693,-0.7200433244142914,0.7200433244142914,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,20,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.8084410429000854,0.01321454532444477,-0.7952264975756407,0.7952264975756407,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,21,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.999765932559967,1.9814201834833511e-07,-0.9997657344179487,0.9997657344179487,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,22,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9995362758636475,3.732748609763803e-06,-0.9995325431150377,0.9995325431150377,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,24,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9995593428611755,8.650908966956194e-07,-0.9995584777702788,0.9995584777702788,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,25,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9834142327308655,2.0205026885378174e-05,-0.9833940277039801,0.9833940277039801,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,26,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9467513561248779,5.315905946190469e-05,-0.946698197065416,0.946698197065416,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,27,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.8989343047142029,5.170999065740034e-05,-0.8988825947235455,0.8988825947235455,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,28,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.7055814266204834,0.002766363089904189,-0.7028150635305792,0.7028150635305792,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,30,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.5882403254508972,0.0016737856203690171,-0.5865665398305282,0.5865665398305282,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,31,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9972617626190186,5.927681741013657e-06,-0.9972558349372775,0.9972558349372775,20,pair_direct_legacy_replay
A_src_correct,TTBar,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/TTBar_120.root,32,label_Tbqq,label_Tbqq,label_Tbqq,label_H4q,0.9480509757995605,0.0002988346677739173,-0.9477521411317866,0.9477521411317866,20,pair_direct_legacy_replay
