source,target,kind,weight,formula,src_label,tgt_label,dim,objective,group,mean_abs,B_flip,action,rules,score,tensor
classifier:mod.fc,objective:label_Tbqq-label_H4q,classifier_to_objective,1.0,logits=fc(z),label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_3,classifier:mod.fc,linear_direction,-1.5487194061279297,,label_H4q,label_Tbqq,3,,,,,,,,
classifier_dim:fc_dim_121,classifier:mod.fc,linear_direction,-1.5037727355957031,,label_H4q,label_Tbqq,121,,,,,,,,
classifier_dim:fc_dim_34,classifier:mod.fc,linear_direction,-1.1432019472122192,,label_H4q,label_Tbqq,34,,,,,,,,
classifier_dim:fc_dim_10,classifier:mod.fc,linear_direction,-1.0731618404388428,,label_H4q,label_Tbqq,10,,,,,,,,
classifier_dim:fc_dim_57,classifier:mod.fc,linear_direction,0.8956151604652405,,label_H4q,label_Tbqq,57,,,,,,,,
classifier_dim:fc_dim_76,classifier:mod.fc,linear_direction,0.8930710554122925,,label_H4q,label_Tbqq,76,,,,,,,,
classifier_dim:fc_dim_66,classifier:mod.fc,linear_direction,-0.651732325553894,,label_H4q,label_Tbqq,66,,,,,,,,
classifier_dim:fc_dim_2,classifier:mod.fc,linear_direction,0.46224814653396606,,label_H4q,label_Tbqq,2,,,,,,,,
classifier_dim:fc_dim_45,classifier:mod.fc,linear_direction,-0.441714882850647,,label_H4q,label_Tbqq,45,,,,,,,,
classifier_dim:fc_dim_103,classifier:mod.fc,linear_direction,0.38377994298934937,,label_H4q,label_Tbqq,103,,,,,,,,
classifier_dim:fc_dim_91,classifier:mod.fc,linear_direction,0.24706558883190155,,label_H4q,label_Tbqq,91,,,,,,,,
classifier_dim:fc_dim_123,classifier:mod.fc,linear_direction,0.19285529851913452,,label_H4q,label_Tbqq,123,,,,,,,,
classifier_dim:fc_dim_58,classifier:mod.fc,linear_direction,0.16523626446723938,,label_H4q,label_Tbqq,58,,,,,,,,
classifier_dim:fc_dim_82,classifier:mod.fc,linear_direction,-0.14991700649261475,,label_H4q,label_Tbqq,82,,,,,,,,
classifier_dim:fc_dim_8,classifier:mod.fc,linear_direction,-0.10031116008758545,,label_H4q,label_Tbqq,8,,,,,,,,
classifier_dim:fc_dim_18,classifier:mod.fc,linear_direction,0.06627711653709412,,label_H4q,label_Tbqq,18,,,,,,,,
classifier_dim:fc_dim_124,classifier:mod.fc,linear_direction,-0.05181032419204712,,label_H4q,label_Tbqq,124,,,,,,,,
classifier_dim:fc_dim_54,classifier:mod.fc,linear_direction,0.027438610792160034,,label_H4q,label_Tbqq,54,,,,,,,,
classifier_dim:fc_dim_96,classifier:mod.fc,linear_direction,-0.02519722282886505,,label_H4q,label_Tbqq,96,,,,,,,,
classifier_dim:fc_dim_80,classifier:mod.fc,linear_direction,-0.024891361594200134,,label_H4q,label_Tbqq,80,,,,,,,,
classifier_dim:fc_dim_23,classifier:mod.fc,linear_direction,-0.023294074460864067,,label_H4q,label_Tbqq,23,,,,,,,,
classifier_dim:fc_dim_110,classifier:mod.fc,linear_direction,-0.018891697749495506,,label_H4q,label_Tbqq,110,,,,,,,,
classifier_dim:fc_dim_6,classifier:mod.fc,linear_direction,-0.004821419715881348,,label_H4q,label_Tbqq,6,,,,,,,,
classifier_dim:fc_dim_79,classifier:mod.fc,linear_direction,-0.001811891794204712,,label_H4q,label_Tbqq,79,,,,,,,,
residual_particle:mod.blocks.0,classifier:mod.fc,residual_to_classifier,0.4286538208834827,,,,,signed_hqql_tbl,B_Hqql_to_Tbl,1.215904712677002,,,,,
residual_particle:mod.blocks.0,classifier:mod.fc,residual_to_classifier,0.4286537733860314,,,,,B_tbl_minus_hqql,B_Hqql_to_Tbl,1.215904787182808,,,,,
residual_particle:mod.blocks.7,classifier:mod.fc,residual_to_classifier,0.49683126248419285,,,,,signed_hqql_tbl,A_Hqql_correct,0.576633732765913,,,,,
residual_particle:mod.blocks.0,classifier:mod.fc,residual_to_classifier,-0.37546999379992485,,,,,signed_hqql_tbl,A_Hqql_correct,0.9390516560524702,,,,,
residual_particle:mod.blocks.7,classifier:mod.fc,residual_to_classifier,0.3371315123513341,,,,,signed_hqql_tbl,C_Tbl_correct,0.6254729833453894,,,,,
residual_particle:mod.blocks.0,classifier:mod.fc,residual_to_classifier,-0.2436065156944096,,,,,signed_hqql_tbl,D_Tbl_to_Hqql,0.9549152255058289,,,,,
residual_particle:mod.blocks.0,classifier:mod.fc,residual_to_classifier,0.14982964331284165,,,,,signed_hqql_tbl,C_Tbl_correct,1.2447435483336449,,,,,
residual_cls:mod.cls_blocks.1,classifier:mod.fc,residual_to_classifier,-0.3576802182942629,,,,,signed_hqql_tbl,C_Tbl_correct,0.3576802182942629,,,,,
residual_cls:mod.cls_blocks.0,classifier:mod.fc,residual_to_classifier,0.318944557569921,,,,,signed_hqql_tbl,C_Tbl_correct,0.318944557569921,,,,,
residual_particle:mod.blocks.1,classifier:mod.fc,residual_to_classifier,-0.24742119386792183,,,,,signed_hqql_tbl,A_Hqql_correct,0.570549376308918,,,,,
