delta_pred_logit,kl,top1_match,base_acc,patch_acc,patch,layer,group
246.90663146972656,91.92713165283203,0.09882812947034836,0.7574219107627869,0.10000000149011612,edge_conv_zero,1,edge_conv
237.104736328125,19.081390380859375,0.099609375,0.7574219107627869,0.10000000149011612,edge_conv_zero,0,edge_conv
108.27176666259766,48.041805267333984,0.09531249850988388,0.7574219107627869,0.09609375149011612,features_zero,input,all_features
34.71605682373047,7.077067852020264,0.140625,0.7574219107627869,0.14023438096046448,feature_group_zero,input,coords_last2
21.8301944732666,4.633403301239014,0.09414062649011612,0.7574219107627869,0.10000000149011612,edge_conv_zero,2,edge_conv
13.756254196166992,4.430899143218994,0.1640625,0.7574219107627869,0.14414063096046448,feature_group_zero,input,kin_logs_0_4
8.319487571716309,2.3566534519195557,0.24296875298023224,0.7574219107627869,0.23554687201976776,mask_all_true,input,mask
6.507436752319336,3.5734386444091797,0.103515625,0.7574219107627869,0.10468750447034836,feature_group_zero,input,pid_charge_5_10
6.216141223907471,1.2076343297958374,0.5804687738418579,0.7574219107627869,0.530468761920929,feature_channel_zero,input,part_deta
6.004597187042236,1.6883299350738525,0.42109376192092896,0.7574219107627869,0.3824218809604645,feature_channel_zero,input,part_logptrel
5.623709678649902,2.1799569129943848,0.5179687738418579,0.7574219107627869,0.4488281309604645,particle_topk_mask_zero,particles,top_pt
5.623709678649902,2.1799569129943848,0.5179687738418579,0.7574219107627869,0.4488281309604645,particle_topk_mask_zero,particles,top_energy
5.623709678649902,2.1799569129943848,0.5179687738418579,0.7574219107627869,0.4488281309604645,particle_topk_mask_zero,particles,high_deltaR
4.7710041999816895,2.250980854034424,0.17070312798023224,0.7574219107627869,0.16640625894069672,feature_channel_zero,input,part_pt_log
4.553783416748047,1.043336272239685,0.598437488079071,0.7574219107627869,0.5335937738418579,feature_channel_zero,input,part_logerel
4.090832233428955,0.7598332762718201,0.6039062738418579,0.7574219107627869,0.545703113079071,feature_channel_zero,input,part_dphi
3.8996646404266357,0.9277925491333008,0.5855469107627869,0.7574219107627869,0.526171863079071,feature_channel_zero,input,part_deltaR
1.2280309200286865,0.3049076199531555,0.7718750238418579,0.7574219107627869,0.6734375357627869,points_zero,input,all_points
1.17721426486969,0.4938731789588928,0.6546875238418579,0.7574219107627869,0.5859375,feature_channel_zero,input,part_isChargedHadron
1.0152015686035156,0.4623482823371887,0.6761718988418579,0.7574219107627869,0.6058593988418579,feature_channel_zero,input,part_isPhoton
0.8952329158782959,1.7605549097061157,0.10664062947034836,0.7574219107627869,0.10000000149011612,fc_zero,0,fc
0.8753885626792908,1.6415766477584839,0.09414062649011612,0.7574219107627869,0.10000000149011612,fc_zero,1,fc
0.8639990091323853,0.5697920918464661,0.884765625,0.7574219107627869,0.65625,feature_channel_zero,input,part_isMuon
0.8485292792320251,0.47152453660964966,0.671093761920929,0.7574219107627869,0.606640636920929,feature_channel_zero,input,part_charge
0.8315190076828003,0.5665729641914368,0.878125011920929,0.7574219107627869,0.665234386920929,feature_channel_zero,input,part_isElectron
0.6089600324630737,0.27302977442741394,0.782031238079071,0.7574219107627869,0.6734375357627869,feature_channel_zero,input,part_isNeutralHadron
0.33493709564208984,0.05317201092839241,0.892578125,0.7574219107627869,0.731640636920929,feature_channel_zero,input,part_e_log
