analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
B_src_to_tgt,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,1,label_Hbb,label_Tbqq,label_Hbb,label_Tbqq,0.1762002557516098,0.5125810503959656,0.3363807946443558,-0.3363807946443558,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,2,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.7547245621681213,1.4364317394210957e-05,-0.7547101978507271,0.7547101978507271,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,3,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9901276230812073,0.00022238047677092254,-0.9899052426044364,0.9899052426044364,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,5,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9160913228988647,0.0016532716108486056,-0.9144380512880161,0.9144380512880161,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,6,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.996461808681488,3.350526822032407e-05,-0.9964283034132677,0.9964283034132677,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,8,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.4155718684196472,0.014513644389808178,-0.40105822402983904,0.40105822402983904,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,9,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.6550185084342957,1.555719063617289e-05,-0.6550029512436595,0.6550029512436595,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,12,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9434979557991028,0.0022342572920024395,-0.9412636985071003,0.9412636985071003,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,13,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.32438769936561584,0.00795477069914341,-0.31643292866647243,0.31643292866647243,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,14,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9537875056266785,0.0011729575926437974,-0.9526145480340347,0.9526145480340347,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,16,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.992238461971283,5.468209565151483e-06,-0.9922329937617178,0.9922329937617178,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,17,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9315446615219116,0.0011788472766056657,-0.930365814245306,0.930365814245306,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,18,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.7281606197357178,0.050766702741384506,-0.6773939169943333,0.6773939169943333,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,19,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9772062301635742,4.347107824287377e-05,-0.9771627590853313,0.9771627590853313,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,21,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9773876070976257,2.6536226869211532e-05,-0.9773610708707565,0.9773610708707565,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,22,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.6496198773384094,0.0029491812456399202,-0.6466706960927695,0.6466706960927695,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,23,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9199157953262329,0.07526995986700058,-0.8446458354592323,0.8446458354592323,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,25,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9880989193916321,0.002785793272778392,-0.9853131261188537,0.9853131261188537,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,26,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.895539402961731,0.0005557253607548773,-0.8949836776009761,0.8949836776009761,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,27,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.8143674731254578,0.01038617454469204,-0.8039812985807657,0.8039812985807657,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,28,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.7523235082626343,3.798986290348694e-05,-0.7522855183997308,0.7522855183997308,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,29,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9640806913375854,0.0009348615421913564,-0.9631458297953941,0.9631458297953941,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,31,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.8050184845924377,0.0016267044702544808,-0.8033917801221833,0.8033917801221833,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,32,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9746327996253967,0.0004924539825879037,-0.9741403456428088,0.9741403456428088,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,33,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.8861719965934753,4.145110142417252e-05,-0.8861305454920512,0.8861305454920512,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,34,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9209923148155212,5.064382639830001e-05,-0.9209416709891229,0.9209416709891229,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,35,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9651762247085571,1.261660236195894e-05,-0.9651636081061952,0.9651636081061952,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,37,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.6904720664024353,0.022717643529176712,-0.6677544228732586,0.6677544228732586,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,38,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.7177919745445251,3.277920768596232e-05,-0.7177591953368392,0.7177591953368392,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,39,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9399651288986206,3.030649395441287e-06,-0.9399620982492252,0.9399620982492252,21,pair_direct_legacy_replay
A_src_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,40,label_Hbb,label_Hbb,label_Hbb,label_Tbqq,0.9722563028335571,1.6610896636848338e-05,-0.9722396919369203,0.9722396919369203,21,pair_direct_legacy_replay
