id,kind,name,label,W_tgt_minus_src,bias_tgt_minus_src,src_label,tgt_label,kind2,top_group,diagnosis,B_write,B_AxGrad,role,group,activation,grad
objective:label_Tbqq-label_H4q,objective,label_Tbqq-label_H4q,J=label_Tbqq-label_H4q,,,,,,,,,,,,,
classifier:mod.fc,classifier,mod.fc,classifier head,,,,,,,,,,,,,
classifier_dim:fc_dim_3,classifier_dim,fc_dim_3,fc_dim_3,-1.5487194061279297,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_121,classifier_dim,fc_dim_121,fc_dim_121,-1.5037727355957031,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_34,classifier_dim,fc_dim_34,fc_dim_34,-1.1432019472122192,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_10,classifier_dim,fc_dim_10,fc_dim_10,-1.0731618404388428,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_57,classifier_dim,fc_dim_57,fc_dim_57,0.8956151604652405,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_76,classifier_dim,fc_dim_76,fc_dim_76,0.8930710554122925,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_66,classifier_dim,fc_dim_66,fc_dim_66,-0.651732325553894,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_2,classifier_dim,fc_dim_2,fc_dim_2,0.46224814653396606,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_45,classifier_dim,fc_dim_45,fc_dim_45,-0.441714882850647,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_103,classifier_dim,fc_dim_103,fc_dim_103,0.38377994298934937,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_91,classifier_dim,fc_dim_91,fc_dim_91,0.24706558883190155,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_123,classifier_dim,fc_dim_123,fc_dim_123,0.19285529851913452,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_58,classifier_dim,fc_dim_58,fc_dim_58,0.16523626446723938,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_82,classifier_dim,fc_dim_82,fc_dim_82,-0.14991700649261475,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_8,classifier_dim,fc_dim_8,fc_dim_8,-0.10031116008758545,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_18,classifier_dim,fc_dim_18,fc_dim_18,0.06627711653709412,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_124,classifier_dim,fc_dim_124,fc_dim_124,-0.05181032419204712,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
classifier_dim:fc_dim_54,classifier_dim,fc_dim_54,fc_dim_54,0.027438610792160034,-0.17374584078788757,label_H4q,label_Tbqq,,,,,,,,,
