analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,1,label_H4q,label_H4q,label_H4q,label_Tbqq,0.7335569858551025,0.0013269742485135794,-0.732230011606589,0.732230011606589,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,2,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9800390601158142,6.298899825196713e-05,-0.9799760711175622,0.9799760711175622,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,3,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9472002387046814,0.0008119107806123793,-0.946388327924069,0.946388327924069,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,4,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9709956049919128,0.0009020384750328958,-0.97009356651688,0.97009356651688,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,5,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9901235699653625,0.0004857665626332164,-0.9896378034027293,0.9896378034027293,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,6,label_H4q,label_H4q,label_H4q,label_Tbqq,0.6551111340522766,0.13077151775360107,-0.5243396162986755,0.5243396162986755,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,7,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9052528738975525,0.0006039955769665539,-0.9046488783205859,0.9046488783205859,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,9,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9954698085784912,8.030336903175339e-05,-0.9953895052094595,0.9953895052094595,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,10,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9497745037078857,0.0009501218446530402,-0.9488243818632327,0.9488243818632327,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,11,label_H4q,label_H4q,label_H4q,label_Tbqq,0.9983874559402466,1.6345062249456532e-05,-0.9983711108779971,0.9983711108779971,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,12,label_H4q,label_H4q,label_H4q,label_Tbqq,0.8846150636672974,0.02294674888253212,-0.8616683147847652,0.8616683147847652,25,pair_direct_legacy_replay
A_src_correct,HToWW4Q,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW4Q_120.root,13,label_H4q,label_H4q,label_H4q,label_Tbqq,0.5346003174781799,0.0023062212858349085,-0.532294096192345,0.532294096192345,25,pair_direct_legacy_replay
