analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder,pair_original_analysis_group,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl,adapter_src_label,adapter_tgt_label
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,0,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9720051884651184,5.684232291969238e-06,-0.9719995042328264,0.9719995042328264,22,pair_direct_legacy_replay,A_src_correct,0.9720051884651184,5.684232291969238e-06,-0.9719995042328264,0.9719995042328264,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,1,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9933212399482727,1.0796402420965023e-06,-0.9933201603080306,0.9933201603080306,22,pair_direct_legacy_replay,A_src_correct,0.9933212399482727,1.0796402420965023e-06,-0.9933201603080306,0.9933201603080306,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,2,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9979215264320374,0.00016151601448655128,-0.9977600104175508,0.9977600104175508,22,pair_direct_legacy_replay,A_src_correct,0.9979215264320374,0.00016151601448655128,-0.9977600104175508,0.9977600104175508,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,4,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.44434085488319397,0.0011658695293590426,-0.4431749853538349,0.4431749853538349,22,pair_direct_legacy_replay,A_src_correct,0.44434085488319397,0.0011658695293590426,-0.4431749853538349,0.4431749853538349,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,5,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.7880673408508301,0.0002112080983351916,-0.7878561327524949,0.7878561327524949,22,pair_direct_legacy_replay,A_src_correct,0.7880673408508301,0.0002112080983351916,-0.7878561327524949,0.7878561327524949,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,6,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9777000546455383,0.007893669418990612,-0.9698063852265477,0.9698063852265477,22,pair_direct_legacy_replay,A_src_correct,0.9777000546455383,0.007893669418990612,-0.9698063852265477,0.9698063852265477,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,7,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.5768959522247314,0.013081979006528854,-0.5638139732182026,0.5638139732182026,22,pair_direct_legacy_replay,A_src_correct,0.5768959522247314,0.013081979006528854,-0.5638139732182026,0.5638139732182026,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,8,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9852334856987,1.0606418072711676e-05,-0.9852228792806272,0.9852228792806272,22,pair_direct_legacy_replay,A_src_correct,0.9852334856987,1.0606418072711676e-05,-0.9852228792806272,0.9852228792806272,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,10,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.988732099533081,4.03529338655062e-06,-0.9887280642396945,0.9887280642396945,22,pair_direct_legacy_replay,A_src_correct,0.988732099533081,4.03529338655062e-06,-0.9887280642396945,0.9887280642396945,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,11,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9977333545684814,2.367044771744986e-06,-0.9977309875237097,0.9977309875237097,22,pair_direct_legacy_replay,A_src_correct,0.9977333545684814,2.367044771744986e-06,-0.9977309875237097,0.9977309875237097,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,12,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.6544811725616455,0.00011770294804591686,-0.6543634696135996,0.6543634696135996,22,pair_direct_legacy_replay,A_src_correct,0.6544811725616455,0.00011770294804591686,-0.6543634696135996,0.6543634696135996,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,13,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9776623845100403,1.0018519787990954e-05,-0.9776523659902523,0.9776523659902523,22,pair_direct_legacy_replay,A_src_correct,0.9776623845100403,1.0018519787990954e-05,-0.9776523659902523,0.9776523659902523,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,14,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9017941355705261,2.528943468860234e-06,-0.9017916066270573,0.9017916066270573,22,pair_direct_legacy_replay,A_src_correct,0.9017941355705261,2.528943468860234e-06,-0.9017916066270573,0.9017916066270573,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,17,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9309424757957458,0.025151992216706276,-0.9057904835790396,0.9057904835790396,22,pair_direct_legacy_replay,A_src_correct,0.9309424757957458,0.025151992216706276,-0.9057904835790396,0.9057904835790396,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,18,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.7384167313575745,6.448949716286734e-05,-0.7383522418604116,0.7383522418604116,22,pair_direct_legacy_replay,A_src_correct,0.7384167313575745,6.448949716286734e-05,-0.7383522418604116,0.7383522418604116,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,22,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9448079466819763,6.386052700690925e-05,-0.9447440861549694,0.9447440861549694,22,pair_direct_legacy_replay,A_src_correct,0.9448079466819763,6.386052700690925e-05,-0.9447440861549694,0.9447440861549694,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,25,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.966971218585968,0.00016361370217055082,-0.9668076048837975,0.9668076048837975,22,pair_direct_legacy_replay,A_src_correct,0.966971218585968,0.00016361370217055082,-0.9668076048837975,0.9668076048837975,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,27,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.6944212317466736,0.0002809714060276747,-0.6941402603406459,0.6941402603406459,22,pair_direct_legacy_replay,A_src_correct,0.6944212317466736,0.0002809714060276747,-0.6941402603406459,0.6941402603406459,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,29,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9364165663719177,0.0007258753175847232,-0.935690691054333,0.935690691054333,22,pair_direct_legacy_replay,A_src_correct,0.9364165663719177,0.0007258753175847232,-0.935690691054333,0.935690691054333,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,31,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.4789559543132782,0.014256887137889862,-0.46469906717538834,0.46469906717538834,22,pair_direct_legacy_replay,A_src_correct,0.4789559543132782,0.014256887137889862,-0.46469906717538834,0.46469906717538834,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,34,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.7063025832176208,3.440008731558919e-05,-0.7062681831303053,0.7062681831303053,22,pair_direct_legacy_replay,A_src_correct,0.7063025832176208,3.440008731558919e-05,-0.7062681831303053,0.7062681831303053,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,35,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9926041960716248,1.6407373095717048e-06,-0.9926025553343152,0.9926025553343152,22,pair_direct_legacy_replay,A_src_correct,0.9926041960716248,1.6407373095717048e-06,-0.9926025553343152,0.9926025553343152,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,36,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.962911069393158,0.00011350603745086119,-0.9627975633557071,0.9627975633557071,22,pair_direct_legacy_replay,A_src_correct,0.962911069393158,0.00011350603745086119,-0.9627975633557071,0.9627975633557071,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,38,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.9626540541648865,0.0005683540948666632,-0.9620857000700198,0.9620857000700198,22,pair_direct_legacy_replay,A_src_correct,0.9626540541648865,0.0005683540948666632,-0.9620857000700198,0.9620857000700198,label_Hcc,label_Tbqq
A_Hqql_correct,HToCC,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToCC_120.root,40,label_Hcc,label_Hcc,label_Hcc,label_Tbqq,0.896258533000946,3.241101876483299e-05,-0.8962261219821812,0.8962261219821812,22,pair_direct_legacy_replay,A_src_correct,0.896258533000946,3.241101876483299e-05,-0.8962261219821812,0.8962261219821812,label_Hcc,label_Tbqq
