analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder,pair_original_analysis_group,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl,adapter_src_label,adapter_tgt_label
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,2,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.7547245621681213,3.862392532028025e-06,-0.7547206997755893,0.7547206997755893,19,pair_direct_legacy_replay,A_src_correct,0.7547245621681213,3.862392532028025e-06,-0.7547206997755893,0.7547206997755893,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,3,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9901276230812073,0.0007419008761644363,-0.9893857222050428,0.9893857222050428,19,pair_direct_legacy_replay,A_src_correct,0.9901276230812073,0.0007419008761644363,-0.9893857222050428,0.9893857222050428,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,5,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9160913228988647,0.0015540961176156998,-0.914537226781249,0.914537226781249,19,pair_direct_legacy_replay,A_src_correct,0.9160913228988647,0.0015540961176156998,-0.914537226781249,0.914537226781249,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,6,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.996461808681488,1.1831525625893846e-06,-0.9964606255289254,0.9964606255289254,19,pair_direct_legacy_replay,A_src_correct,0.996461808681488,1.1831525625893846e-06,-0.9964606255289254,0.9964606255289254,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,8,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.4155718684196472,0.01701193116605282,-0.3985599372535944,0.3985599372535944,19,pair_direct_legacy_replay,A_src_correct,0.4155718684196472,0.01701193116605282,-0.3985599372535944,0.3985599372535944,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,9,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.6550185084342957,0.00010629362077452242,-0.6549122148135211,0.6549122148135211,19,pair_direct_legacy_replay,A_src_correct,0.6550185084342957,0.00010629362077452242,-0.6549122148135211,0.6549122148135211,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,12,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9434979557991028,2.2686659576720558e-05,-0.9434752691395261,0.9434752691395261,19,pair_direct_legacy_replay,A_src_correct,0.9434979557991028,2.2686659576720558e-05,-0.9434752691395261,0.9434752691395261,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,13,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.32438769936561584,0.2957504987716675,-0.028637200593948364,0.028637200593948364,19,pair_direct_legacy_replay,A_src_correct,0.32438769936561584,0.2957504987716675,-0.028637200593948364,0.028637200593948364,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,14,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9537875056266785,0.00020375037274789065,-0.9535837552539306,0.9535837552539306,19,pair_direct_legacy_replay,A_src_correct,0.9537875056266785,0.00020375037274789065,-0.9535837552539306,0.9535837552539306,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,16,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.992238461971283,9.042647093338019e-07,-0.9922375577065736,0.9922375577065736,19,pair_direct_legacy_replay,A_src_correct,0.992238461971283,9.042647093338019e-07,-0.9922375577065736,0.9922375577065736,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,17,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9315446615219116,0.00019550186698324978,-0.9313491596549284,0.9313491596549284,19,pair_direct_legacy_replay,A_src_correct,0.9315446615219116,0.00019550186698324978,-0.9313491596549284,0.9313491596549284,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,18,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.7281606197357178,0.0009028888307511806,-0.7272577309049666,0.7272577309049666,19,pair_direct_legacy_replay,A_src_correct,0.7281606197357178,0.0009028888307511806,-0.7272577309049666,0.7272577309049666,label_Hbb,label_H4q
A_Hqql_correct,HToBB,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToBB_120.root,19,label_Hbb,label_Hbb,label_Hbb,label_H4q,0.9772062301635742,1.524633603366965e-06,-0.9772047055299709,0.9772047055299709,19,pair_direct_legacy_replay,A_src_correct,0.9772062301635742,1.524633603366965e-06,-0.9772047055299709,0.9772047055299709,label_Hbb,label_H4q
