analysis_group,source_group,source_root,entry_idx,true_label,pred_label,src_label,tgt_label,score_src,score_tgt,margin_tgt_minus_src,margin_src_minus_tgt,atlas_rank,builder
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,0,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.8182116150856018,0.13340699672698975,-0.6848046183586121,0.6848046183586121,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,1,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.37104806303977966,0.5537132024765015,0.1826651394367218,-0.1826651394367218,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,2,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.7104554176330566,0.2393747717142105,-0.47108064591884613,0.47108064591884613,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,3,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.6768238544464111,0.28052419424057007,-0.39629966020584106,0.39629966020584106,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,5,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.8784912824630737,0.10119268298149109,-0.7772985994815826,0.7772985994815826,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,6,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.7310806512832642,0.16673851013183594,-0.5643421411514282,0.5643421411514282,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,7,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.6505842804908752,0.23986698687076569,-0.41071729362010956,0.41071729362010956,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,8,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.6921407580375671,0.2735404074192047,-0.4186003506183624,0.4186003506183624,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,9,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.3002123534679413,0.3685634136199951,0.06835106015205383,-0.06835106015205383,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,10,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.16657190024852753,0.819604218006134,0.6530323177576065,-0.6530323177576065,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,11,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.08910519629716873,0.7298706769943237,0.640765480697155,-0.640765480697155,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,12,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.5425910353660583,0.3553884029388428,-0.18720263242721558,0.18720263242721558,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,13,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.15854081511497498,0.4894814193248749,0.3309406042098999,-0.3309406042098999,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,14,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.9042885899543762,0.0917307436466217,-0.8125578463077545,0.8125578463077545,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,15,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.30640003085136414,0.5440305471420288,0.23763051629066467,-0.23763051629066467,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,16,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.8819377422332764,0.10688696056604385,-0.7750507816672325,0.7750507816672325,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,18,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.904975414276123,0.08967141807079315,-0.8153039962053299,0.8153039962053299,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,19,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.6626745462417603,0.30527910590171814,-0.3573954403400421,0.3573954403400421,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,20,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.37980276346206665,0.2884044945240021,-0.09139826893806458,0.09139826893806458,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,21,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.8334565162658691,0.14629869163036346,-0.6871578246355057,0.6871578246355057,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,22,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.4135189354419708,0.4149487018585205,0.0014297664165496826,-0.0014297664165496826,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,23,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.6647427082061768,0.17267367243766785,-0.4920690357685089,0.4920690357685089,2,pair_direct_legacy_replay
B_src_to_tgt,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,24,label_Wqq,label_Zqq,label_Wqq,label_Zqq,0.2776709794998169,0.6057615876197815,0.3280906081199646,-0.3280906081199646,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,25,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.627337634563446,0.24413983523845673,-0.3831977993249893,0.3831977993249893,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,26,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.7702212929725647,0.08347011357545853,-0.6867511793971062,0.6867511793971062,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,27,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.7892788648605347,0.20354196429252625,-0.5857369005680084,0.5857369005680084,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,28,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.5926010608673096,0.3261246979236603,-0.2664763629436493,0.2664763629436493,2,pair_direct_legacy_replay
A_src_correct,WToQQ,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/WToQQ_120.root,29,label_Wqq,label_Wqq,label_Wqq,label_Zqq,0.7873895168304443,0.18509769439697266,-0.6022918224334717,0.6022918224334717,2,pair_direct_legacy_replay
