objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,photon<-CLS,B_Hqql_to_Tbl,0.11050193384289742,-0.987593948841095,0.987593948841095,0.06465807557106018,152.1468505859375,0.125
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.07970382273197174,-0.8065064549446106,0.8065064549446106,0.0743781328201294,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.07970382273197174,-0.8065063953399658,0.8065063953399658,0.0743781253695488,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.11529289931058884,0.7981954216957092,0.7981954216957092,0.053758326917886734,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-electron,C_Tbl_correct,0.10037651285529137,-0.7904981374740601,0.7904981374740601,0.06022436171770096,152.14683532714844,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,B_Hqql_to_Tbl,0.10448062419891357,-0.4354952573776245,0.657895565032959,0.048561354633420706,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.09265237003564834,0.46707360334694387,0.4756331663578749,0.047408894449472425,152.1468505859375,0.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,B_Hqql_to_Tbl,0.08814272284507751,0.44480061531066895,0.44480061531066895,0.03945988789200783,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.11431331932544708,0.1073901392519474,0.40526315942406654,0.043667517602443695,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.11098850425332785,0.30403271259274334,0.38117583107668906,0.03894321259576827,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,photon<-CLS,B_Hqql_to_Tbl,0.10268951207399368,-0.31533903628587723,0.31533903628587723,0.035805986262857914,102.39976501464844,0.125
