event_idx,group,head_id,layer,channels,score_hqql_proj,score_tbl_proj,activation_norm,base_logit_hqql,base_logit_tbl,zero_logit_hqql,zero_logit_tbl,contrib_hqql_logit_drop_when_zeroed,contrib_tbl_logit_drop_when_zeroed,base_pred,zero_pred,projection_note
12308,A_protected_highiso,L0_ch0:8,0,0:8,330.8532409667969,332.28240966796875,10.21410846710205,2.8798811435699463,2.3204500675201416,1.5950502157211304,0.9941083192825317,1.284830927848816,1.3263417482376099,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12358,A_protected_highiso,L0_ch0:8,0,0:8,354.38909912109375,351.15557861328125,10.016228675842285,3.6764919757843018,-0.03516805171966553,2.9623491764068604,-1.487288475036621,0.7141427993774414,1.4521204233169556,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12438,A_protected_highiso,L0_ch0:8,0,0:8,250.314697265625,243.18765258789062,10.644740104675293,3.9234845638275146,-0.10843008756637573,3.2076361179351807,-2.8767151832580566,0.715848445892334,2.768285036087036,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12442,A_protected_highiso,L0_ch0:8,0,0:8,303.75439453125,289.43780517578125,9.9578275680542,-0.7737846970558167,-2.784149169921875,-2.6880149841308594,-1.557783842086792,1.9142303466796875,-1.226365327835083,label_Hqql,label_Tbl,effective_linear_approx_from_2_linear_layers
12509,A_protected_highiso,L0_ch0:8,0,0:8,395.16278076171875,369.4034423828125,11.06844711303711,2.336242198944092,-3.7907845973968506,1.016068458557129,-2.2004456520080566,1.320173740386963,-1.590338945388794,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12592,A_protected_highiso,L0_ch0:8,0,0:8,290.1641845703125,312.0874328613281,9.412117004394531,3.8408658504486084,0.22529035806655884,2.074211597442627,-1.7744314670562744,1.7666542530059814,1.9997217655181885,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12784,A_protected_highiso,L0_ch0:8,0,0:8,267.3520812988281,270.38446044921875,9.389652252197266,0.6267354488372803,-1.8696691989898682,-0.41530904173851013,-4.177823066711426,1.0420445203781128,2.3081538677215576,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13089,A_protected_highiso,L0_ch0:8,0,0:8,314.0299377441406,311.8312683105469,10.484274864196777,0.8011832237243652,-4.292499542236328,0.17758473753929138,-1.5237925052642822,0.6235984563827515,-2.768707036972046,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13279,A_protected_highiso,L0_ch0:8,0,0:8,295.58392333984375,284.9813537597656,11.499149322509766,1.0377165079116821,-0.44531047344207764,1.6393600702285767,0.23326033353805542,-0.6016435623168945,-0.6785708069801331,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13374,A_protected_highiso,L0_ch0:8,0,0:8,322.29486083984375,347.6120910644531,9.95070743560791,3.0433714389801025,0.4021151065826416,-1.2948379516601562,-0.7638974189758301,4.33820915222168,1.1660125255584717,label_Hqql,label_Tbl,effective_linear_approx_from_2_linear_layers
