idx,pred,pred_label,true,true_label,conf,pred_logit,true_logit,drop_features_zero_input_all_features,drop_feature_group_zero_input_coords_last2,drop_feature_group_zero_input_kin_logs_0_4,drop_mask_all_true_input_mask,drop_feature_group_zero_input_pid_charge_5_10
2117,0,label_QCD,0,label_QCD,0.9999281167984009,-16.417905807495117,-16.417905807495117,5.238534927368164,8.732532501220703,-1.190047264099121,20.129968643188477,0.7359466552734375
2113,0,label_QCD,0,label_QCD,0.9993353486061096,-1.7375850677490234,-1.7375850677490234,10.493647575378418,30.535337448120117,16.479225158691406,15.930545806884766,0.42104363441467285
246,1,label_Hbb,1,label_Hbb,0.9978238344192505,-0.041639357805252075,-0.041639357805252075,86.67711639404297,15.878432273864746,14.470736503601074,10.526312828063965,9.179255485534668
206,1,label_Hbb,1,label_Hbb,0.9972424507141113,0.595314085483551,0.595314085483551,87.31407165527344,17.41710662841797,16.16995620727539,12.448153495788574,10.331439018249512
425,2,label_Hcc,2,label_Hcc,0.9970899820327759,2.4434261322021484,2.4434261322021484,111.65914916992188,16.857925415039062,22.483232498168945,33.23802947998047,10.662986755371094
333,2,label_Hcc,2,label_Hcc,0.9881271719932556,2.373568058013916,2.373568058013916,111.58928680419922,76.23107147216797,17.15643310546875,17.258224487304688,6.23907470703125
754,3,label_Hgg,3,label_Hgg,0.9879035353660583,0.6643581986427307,0.6643581986427307,114.1934814453125,20.471294403076172,11.876548767089844,9.625391006469727,8.971356391906738
555,3,label_Hgg,3,label_Hgg,0.9755978584289551,0.7866596579551697,0.7866596579551697,114.31578063964844,16.46820068359375,6.202691555023193,4.548703670501709,5.148252010345459
1166,4,label_H4q,4,label_H4q,0.9989914298057556,3.247354030609131,3.247354030609131,165.08956909179688,52.25920867919922,12.125288009643555,21.774852752685547,10.154624938964844
1034,4,label_H4q,4,label_H4q,0.9965152740478516,3.253621816635132,3.253621816635132,165.09584045410156,39.3082275390625,9.566410064697266,20.66577911376953,9.976166725158691
795,5,label_Hqql,5,label_Hqql,0.9999996423721313,4.907090663909912,4.907090663909912,65.86481475830078,18.91716957092285,34.25741195678711,18.98136329650879,6.477044582366943
855,5,label_Hqql,5,label_Hqql,0.9999951124191284,3.175077199935913,3.175077199935913,112.98324584960938,39.022647857666016,27.083248138427734,12.060062408447266,5.919833183288574
2527,6,label_Zqq,6,label_Zqq,0.9607760906219482,-2.082850456237793,-2.082850456237793,114.49052429199219,14.710551261901855,11.615408897399902,10.64864730834961,2.863165855407715
2414,6,label_Zqq,6,label_Zqq,0.9536870121955872,1.5763447284698486,1.5763447284698486,118.14971923828125,50.90066146850586,18.10921859741211,7.155026435852051,6.36085319519043
1968,7,label_Wqq,7,label_Wqq,0.9745469689369202,1.0333333015441895,1.0333333015441895,106.20655059814453,98.07418060302734,12.929685592651367,11.321527481079102,8.551897048950195
1812,7,label_Wqq,7,label_Wqq,0.9740322232246399,0.7448228597640991,0.7448228597640991,105.91805267333984,43.71139144897461,13.980262756347656,6.621339321136475,6.198444366455078
1702,8,label_Tbqq,8,label_Tbqq,0.999966025352478,2.7572081089019775,2.7572081089019775,136.2233123779297,57.95811080932617,21.366382598876953,11.723438262939453,9.784173011779785
1612,8,label_Tbqq,8,label_Tbqq,0.9999363422393799,1.2317509651184082,1.2317509651184082,134.69786071777344,27.123443603515625,22.40577507019043,13.796672821044922,2.673454761505127
1309,9,label_Tbl,9,label_Tbl,1.0,0.5695033073425293,0.5695033073425293,47.32085037231445,31.75030517578125,24.240272521972656,7.061765193939209,11.600107192993164
1287,9,label_Tbl,9,label_Tbl,1.0,1.405466079711914,1.405466079711914,60.02690124511719,19.069049835205078,25.797693252563477,9.62353801727295,9.297764778137207
