event_idx,rank,particle_idx,head_energy,true_label,pred_label,conf,part_pt_log,part_e_log,part_logptrel,part_logerel,part_deltaR,part_charge,part_isChargedHadron,part_isNeutralHadron,part_isPhoton,part_isElectron,part_isMuon,part_deta,part_dphi,px,py,pz,energy,pt,deta,dphi,deltaR_from_axis
2507,1,17,74.62555694580078,label_Zqq,label_Zqq,0.8236027359962463,-1.7561063766479492,-0.7945436835289001,-1.7078237533569336,-0.5831425189971924,5.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.6483068466186523,0.2446652054786682,-0.44128677248954773,-0.060585349798202515,-2.279873847961426,2.3748576641082764,0.44542631285591155,-2.6483068466186523,0.2446652054786682,2.659584594747674
2507,2,12,28.352174758911133,label_Zqq,label_Zqq,0.8236027359962463,-0.2545850872993469,-0.41172319650650024,-0.2063024491071701,-0.2003220021724701,-0.5541982054710388,1.0,1.0,0.0,0.0,0.0,0.0,0.060703665018081665,0.009551048278808594,-3.786457061767578,0.37484484910964966,1.4548801183700562,4.103433132171631,3.8049659317152362,0.060703665018081665,0.009551048278808594,0.06145044727137146
2507,3,0,27.64487075805664,label_Zqq,label_Zqq,0.8236027359962463,2.8835551738739014,2.694692850112915,2.931837797164917,2.9060940742492676,-0.529400646686554,-1.0,1.0,0.0,0.0,0.0,0.0,-0.06592139601707458,0.015194416046142578,-335.3017578125,31.28386878967285,84.02266693115234,347.0821228027344,336.7579980321208,-0.06592139601707458,0.015194416046142578,0.06764983911158438
2507,4,14,26.860116958618164,label_Zqq,label_Zqq,0.8236027359962463,-0.6923921704292297,-0.717139720916748,-0.6441095471382141,-0.5057385563850403,2.1580588817596436,0.0,0.0,0.0,1.0,0.0,0.0,0.44709110260009766,0.5890598893165588,-1.8049224615097046,-0.9415766596794128,1.7004743814468384,2.652531862258911,2.0357582612174983,0.44709110260009766,0.5890598893165588,0.7395147106216398
2507,5,16,26.763181686401367,label_Zqq,label_Zqq,0.8236027359962463,-0.9720416069030762,-0.9605091214179993,-0.9237588047981262,-0.7491078972816467,1.8998067378997803,0.0,0.0,0.0,1.0,0.0,0.0,0.525225818157196,-0.4239075183868408,-1.1765094995498657,0.6927125453948975,1.2830541133880615,1.87356698513031,1.3652931088519247,0.525225818157196,-0.4239075183868408,0.6749516606422905
2507,6,15,26.529251098632812,label_Zqq,label_Zqq,0.8236027359962463,-0.8417150378227234,-0.8379166722297668,-0.793432354927063,-0.6265156865119934,1.483597755432129,0.0,0.0,0.0,1.0,0.0,0.0,0.5089889168739319,-0.25856614112854004,-1.5352866649627686,0.5898218154907227,1.5091743469238281,2.2321741580963135,1.644686875256586,0.5089889168739319,-0.25856614112854004,0.5708994367124585
2507,7,11,25.526582717895508,label_Zqq,label_Zqq,0.8236027359962463,-0.13029353320598602,-0.1555825024843216,-0.08201088756322861,0.055818699300289154,2.275296211242676,1.0,1.0,0.0,0.0,0.0,0.0,0.4454492926597595,0.6266301274299622,-3.947200059890747,-2.2516608238220215,3.7861225605010986,5.916465759277344,4.544267243278765,0.4454492926597595,0.6266301274299622,0.7688240298884854
2507,8,9,23.348339080810547,label_Zqq,label_Zqq,0.8236027359962463,0.37621521949768066,0.17992950975894928,0.4244980216026306,0.3913307189941406,0.009839355945587158,0.0,0.0,1.0,0.0,0.0,0.0,-0.11431244015693665,0.167100727558136,-9.353178977966309,-0.5513054728507996,1.8729716539382935,9.554784774780273,9.36941272003033,-0.11431244015693665,0.167100727558136,0.20245984077118012
2507,9,1,23.13799476623535,label_Zqq,label_Zqq,0.8236027359962463,1.580506443977356,1.3912668228149414,1.6287890672683716,1.602668046951294,-0.5256029963493347,1.0,1.0,0.0,0.0,0.0,0.0,-0.06816756725311279,0.007683753967285156,-52.08116912841797,5.254059791564941,12.939299583435059,53.92122268676758,52.3455186436835,-0.06816756725311279,0.007683753967285156,0.0685992514553725
2507,10,7,22.82356071472168,label_Zqq,label_Zqq,0.8236027359962463,0.6524513363838196,0.44546595215797424,0.7007341384887695,0.6568671464920044,0.6472579836845398,0.0,0.0,1.0,0.0,0.0,0.0,-0.22003388404846191,0.2872191071510315,-13.680450439453125,-2.475200653076172,1.293034553527832,13.962567329406738,13.902566040099284,-0.22003388404846191,0.2872191071510315,0.36181449064691656
2507,11,2,22.555904388427734,label_Zqq,label_Zqq,0.8236027359962463,1.4883688688278198,1.3003185987472534,1.5366514921188354,1.5117197036743164,-0.5442810654640198,-1.0,1.0,0.0,0.0,0.0,0.0,-0.06118735671043396,0.018523454666137695,-45.705223083496094,4.110894680023193,11.67372989654541,47.35147476196289,45.889725126463624,-0.06118735671043396,0.018523454666137695,0.0639297348186143
2507,12,3,21.884397506713867,label_Zqq,label_Zqq,0.8236027359962463,0.9766176342964172,0.7903149724006653,1.0249003171920776,1.001716136932373,-0.5914157032966614,1.0,1.0,0.0,0.0,0.0,0.0,-0.05214545130729675,-0.0002543926239013672,-21.961095809936523,2.3917317390441895,5.825979709625244,22.851604461669922,22.09095085967924,-0.05214545130729675,-0.0002543926239013672,0.0521460718333486
1616,1,54,72.34293365478516,label_Tbqq,label_Tbqq,0.9925463795661926,-2.139975070953369,-1.3590723276138306,-2.022468090057373,-1.0838432312011719,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9056352376937866,0.021380186080932617,-0.01792852394282818,-0.25677910447120667,-0.9022587537765503,1.060211181640625,0.25740423552032593,1.9056352376937866,0.021380186080932617,1.9057551709223066
1616,2,24,38.65604782104492,label_Tbqq,label_Tbqq,0.9925463795661926,0.026931023225188255,-0.16810381412506104,0.1444382220506668,0.10712528228759766,1.1863346099853516,0.0,0.0,1.0,0.0,0.0,0.0,0.14599773287773132,0.47463667392730713,2.1287713050842285,-5.275326728820801,-1.1889784336090088,5.811575412750244,5.688650047696833,0.14599773287773132,0.47463667392730713,0.49658363871780375
1616,3,50,36.11902618408203,label_Tbqq,label_Tbqq,0.9925463795661926,-0.9533966183662415,-1.1579631567001343,-0.8358892798423767,-0.8827341198921204,0.49097663164138794,0.0,0.0,0.0,1.0,0.0,0.0,-0.18627551198005676,-0.26356256008148193,-0.48691326379776,-1.314888834953308,0.17538176476955414,1.413073182106018,1.4021473441643195,-0.18627551198005676,-0.26356256008148193,0.3227441547729982
1616,4,43,35.253822326660156,label_Tbqq,label_Tbqq,0.9925463795661926,-0.5342304110527039,-0.7430285215377808,-0.4167231619358063,-0.46779942512512207,2.876736640930176,0.0,0.0,1.0,0.0,0.0,0.0,-0.002902943640947342,-0.9191795587539673,-2.1613402366638184,-1.3566442728042603,-0.14966319501399994,2.556222677230835,2.551837632286704,-0.002902943640947342,-0.9191795587539673,0.919184142766247
1616,5,27,34.934356689453125,label_Tbqq,label_Tbqq,0.9925463795661926,-0.09279776364564896,-0.2178335040807724,0.024709509685635567,0.05739550665020943,0.9648327231407166,0.0,0.0,1.0,0.0,0.0,0.0,0.4412081241607666,-0.0002446174621582031,-0.43726858496665955,-4.774337291717529,-2.513047695159912,5.413031578063965,4.794319596197506,0.4412081241607666,-0.0002446174621582031,0.4412081919719592
1616,6,52,34.9084587097168,label_Tbqq,label_Tbqq,0.9925463795661926,-1.084435224533081,-1.2924917936325073,-0.9669280052185059,-1.0172629356384277,0.5453725457191467,0.0,0.0,0.0,1.0,0.0,0.0,-0.13606806099414825,-0.30759096145629883,-0.4513894021511078,-1.071581244468689,0.086764395236969,1.1660046577453613,1.1627720137118018,-0.13606806099414825,-0.30759096145629883,0.33634315333051984
1616,7,9,34.56288146972656,label_Tbqq,label_Tbqq,0.9925463795661926,0.8963709473609924,0.6903016567230225,1.0138781070709229,0.9655305743217468,0.5152128338813782,0.0,0.0,1.0,0.0,0.0,0.0,-0.16759127378463745,-0.2828863859176636,-7.196124076843262,-18.33676528930664,2.093367576599121,19.809173583984375,19.698252790652376,-0.16759127378463745,-0.2828863859176636,0.3288031970439378
1616,8,30,32.34773254394531,label_Tbqq,label_Tbqq,0.9925463795661926,-0.15753322839736938,-0.34660080075263977,-0.040025949478149414,-0.07137179374694824,-0.06181865930557251,0.0,0.0,1.0,0.0,0.0,0.0,0.18425649404525757,-0.01032114028930664,-0.442482054233551,-4.3483734130859375,-1.0850882530212402,4.503505229949951,4.370828492168434,0.18425649404525757,-0.01032114028930664,0.18454533734213277
1616,9,37,30.637941360473633,label_Tbqq,label_Tbqq,0.9925463795661926,-0.37543758749961853,-0.5833543539047241,-0.2579304575920105,-0.3081255257129669,0.6675178408622742,0.0,0.0,0.0,1.0,0.0,0.0,-0.13870427012443542,-0.3396493196487427,-1.336811900138855,-2.909189224243164,0.24736569821834564,3.2111737728118896,3.201632083610701,-0.13870427012443542,-0.3396493196487427,0.366879455528115
1616,10,34,30.606996536254883,label_Tbqq,label_Tbqq,0.9925463795661926,-0.34256014227867126,-0.5508754253387451,-0.2250528782606125,-0.27564647793769836,0.639705240726471,0.0,0.0,0.0,1.0,0.0,0.0,-0.1309252381324768,-0.33526933193206787,-1.3877283334732056,-3.05519437789917,0.23308758437633514,3.363678455352783,3.3555927366519045,-0.1309252381324768,-0.33526933193206787,0.3599263020594923
1616,11,45,30.09156036376953,label_Tbqq,label_Tbqq,0.9925463795661926,-0.6139513254165649,-0.8205253481864929,-0.4964439272880554,-0.5452964901924133,0.5729625821113586,0.0,0.0,0.0,1.0,0.0,0.0,-0.1605355590581894,-0.30338501930236816,-0.875159740447998,-2.1022675037384033,0.22584564983844757,2.2883267402648926,2.2771546343135123,-0.1605355590581894,-0.30338501930236816,0.34324063812320316
1616,12,39,29.554861068725586,label_Tbqq,label_Tbqq,0.9925463795661926,-0.4276193380355835,-0.6366907954216003,-0.31011223793029785,-0.361461877822876,0.49178415536880493,0.0,0.0,0.0,1.0,0.0,0.0,-0.1130344420671463,-0.302518367767334,-1.1396889686584473,-2.744408369064331,0.15315458178520203,2.975588083267212,2.971644030073605,-0.1130344420671463,-0.302518367767334,0.32294604492088613
1297,1,19,71.69532775878906,label_Tbl,label_Tbl,0.9999998807907104,-2.162541389465332,-1.2449990510940552,-2.0953099727630615,-1.0005345344543457,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1961042881011963,-0.32537388801574707,-0.14782169461250305,0.2006703019142151,1.214723825454712,1.2478595972061157,0.24923848713321614,2.1961042881011963,-0.32537388801574707,2.220077073260959
1297,2,17,39.59377670288086,label_Tbl,label_Tbl,0.9999998807907104,-1.0917565822601318,-1.0906271934509277,-1.0245250463485718,-0.8461625576019287,2.1790409088134766,1.0,1.0,0.0,0.0,0.0,0.0,0.3023638129234314,0.6806202530860901,-1.1478484869003296,-0.08058851957321167,0.4647287428379059,1.5557551383972168,1.1506740017773835,0.3023638129234314,0.6806202530860901,0.7447602327437799
1297,3,16,37.94647979736328,label_Tbl,label_Tbl,0.9999998807907104,-0.9376366138458252,-0.9340936541557312,-0.8704050779342651,-0.6896288990974426,2.147019863128662,0.0,0.0,0.0,1.0,0.0,0.0,0.7300893664360046,0.09888052940368652,-1.2504255771636963,0.7021418213844299,1.3148643970489502,1.9456195831298828,1.4340736596710113,0.7300893664360046,0.09888052940368652,0.7367549403146748
1297,4,10,37.10183334350586,label_Tbl,label_Tbl,0.9999998807907104,-0.13111723959445953,-0.10755569487810135,-0.0638856366276741,0.13690900802612305,2.3166191577911377,0.0,0.0,0.0,1.0,0.0,0.0,0.7717222571372986,0.10736370086669922,-3.9763760566711426,2.188664674758911,4.421675205230713,6.336641788482666,4.538922735914886,0.7717222571372986,0.10736370086669922,0.7791548026065686
1297,5,18,36.6084098815918,label_Tbl,label_Tbl,0.9999998807907104,-1.1583201885223389,-1.3241769075393677,-1.0910886526107788,-1.0797122716903687,0.2713863253593445,0.0,0.0,0.0,1.0,0.0,0.0,0.26761555671691895,0.011121988296508789,-0.8638973236083984,0.5902696251869202,0.3836103677749634,1.1144028902053833,1.0462967151606952,0.26761555671691895,0.011121988296508789,0.2678465695516262
